Format Version,1.23,Take Name,Take 2024-09-30 02.17.04 PM_004,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2024-09-30 02.32.39.992 PM,Total Frames in Take,48493,Total Exported Frames,48493,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
10606,29.461111,0.000275,0.965906,0.013890,0.258520,2.663253,0.005631,2.537555,0.000218
10607,29.463889,0.000232,0.965941,0.014117,0.258376,2.660824,0.005560,2.534739,0.000251
10608,29.466667,0.000026,0.965972,0.014568,0.258237,2.658749,0.005526,2.531689,0.000301
10609,29.469444,,,,,,,,
10610,29.472222,0.000226,0.965990,0.014744,0.258158,2.655473,0.005553,2.528473,0.000188
10611,29.475000,0.000121,0.966007,0.014656,0.258100,2.652645,0.005587,2.525814,0.000214
10612,29.477778,-0.000002,0.966016,0.014617,0.258070,2.649936,0.005603,2.523123,0.000256
10613,29.480556,-0.000175,0.966046,0.014506,0.257963,2.647348,0.005619,2.520586,0.000302
10614,29.483333,-0.000824,0.966036,0.014028,0.258026,2.645357,0.005688,2.518836,0.000441
10615,29.486111,-0.001256,0.966013,0.013791,0.258121,2.643183,0.005742,2.516635,0.000458
10616,29.488889,-0.001644,0.965977,0.013655,0.258264,2.641011,0.005803,2.514297,0.000444
10617,29.491667,-0.002152,0.965963,0.013325,0.258329,2.638994,0.005860,2.512280,0.000551
10618,29.494444,-0.002622,0.965936,0.013441,0.258419,2.637128,0.005887,2.509582,0.000492
10619,29.497222,,,,,,,,
10620,29.500000,-0.003104,0.965970,0.013075,0.258305,2.634660,0.005962,2.507143,0.000601
10621,29.502778,-0.003474,0.965983,0.012863,0.258262,2.632161,0.006014,2.504487,0.000578
10622,29.505556,-0.003969,0.965968,0.012762,0.258315,2.629960,0.006081,2.501812,0.000577
10623,29.508333,-0.004313,0.966002,0.012432,0.258198,2.627480,0.006130,2.499445,0.000579
10624,29.511111,-0.004515,0.966054,0.012172,0.258014,2.624867,0.006149,2.496972,0.000512
10625,29.513889,,,,,,,,
10626,29.516667,-0.004875,0.966086,0.011993,0.257897,2.622086,0.006192,2.494052,0.000613
10627,29.519444,-0.005123,0.966119,0.011657,0.257782,2.619176,0.006193,2.491412,0.000544
10628,29.522222,-0.005165,0.966161,0.011688,0.257623,2.616199,0.006204,2.488238,0.000584
10629,29.525000,-0.005120,0.966207,0.011693,0.257451,2.613158,0.006205,2.485126,0.000542
10630,29.527778,-0.005153,0.966250,0.012037,0.257272,2.610460,0.006165,2.481576,0.000432
10631,29.530556,,,,,,,,
10632,29.533333,-0.004957,0.966279,0.012402,0.257150,2.607044,0.006129,2.477494,0.000466
10633,29.536111,-0.004773,0.966323,0.012836,0.256967,2.603823,0.006077,2.473446,0.000477
10634,29.538889,-0.004570,0.966341,0.013178,0.256885,2.600627,0.006013,2.469618,0.000589
10635,29.541667,-0.004192,0.966390,0.013778,0.256676,2.597361,0.005952,2.465409,0.000560
10636,29.544444,-0.004081,0.966385,0.014513,0.256658,2.594628,0.005875,2.461141,0.000479
10637,29.547222,,,,,,,,
10638,29.550000,-0.003786,0.966416,0.014754,0.256533,2.590992,0.005849,2.457127,0.000436
10639,29.552778,-0.003491,0.966443,0.015079,0.256416,2.587498,0.005845,2.453122,0.000518
10640,29.555556,-0.003511,0.966462,0.015508,0.256316,2.584593,0.005820,2.449151,0.000545
10641,29.558333,-0.003283,0.966504,0.016072,0.256126,2.581417,0.005813,2.444984,0.000569
10642,29.561111,-0.003140,0.966523,0.016638,0.256019,2.578428,0.005812,2.440902,0.000561
10643,29.563889,-0.002155,0.966697,0.016139,0.255407,2.573815,0.005894,2.438209,0.000298
10644,29.566667,-0.001892,0.966729,0.015878,0.255301,2.570419,0.005936,2.435480,0.000384
10645,29.569444,-0.001726,0.966768,0.015797,0.255159,2.567308,0.005967,2.432567,0.000345
10646,29.572222,-0.001836,0.966811,0.015629,0.255008,2.564635,0.005989,2.429910,0.000320
10647,29.575000,,,,,,,,
10648,29.577778,,,,,,,,
10649,29.580556,,,,,,,,
10650,29.583333,-0.002318,0.966800,0.015914,0.255026,2.558779,0.005935,2.422320,0.000528
10651,29.586111,-0.002209,0.966826,0.016542,0.254892,2.555476,0.005899,2.417576,0.000411
10652,29.588889,-0.002377,0.966850,0.016489,0.254801,2.552468,0.005830,2.414032,0.000429
10653,29.591667,,,,,,,,
10654,29.594444,-0.002178,0.966885,0.016765,0.254652,2.548613,0.005801,2.409397,0.000477
10655,29.597222,-0.001994,0.966911,0.017031,0.254537,2.544916,0.005787,2.404912,0.000468
10656,29.600000,-0.001678,0.966934,0.017181,0.254443,2.541072,0.005774,2.400664,0.000464
10657,29.602778,-0.001431,0.966959,0.017174,0.254350,2.537388,0.005763,2.396771,0.000479
10658,29.605556,-0.001923,0.966969,0.015918,0.254390,2.534429,0.005739,2.395135,0.000557
10659,29.608333,-0.002525,0.966999,0.014601,0.254350,2.531687,0.005735,2.393747,0.000723
10660,29.611111,-0.002843,0.967028,0.013551,0.254294,2.528695,0.005713,2.391904,0.000560
10661,29.613889,-0.003051,0.967078,0.012638,0.254149,2.525657,0.005699,2.389876,0.000519
10662,29.616667,-0.003198,0.967136,0.012167,0.253948,2.522736,0.005696,2.387233,0.000483
10663,29.619444,-0.003189,0.967205,0.011407,0.253719,2.519550,0.005650,2.385016,0.000581
10664,29.622222,,,,,,,,
10665,29.625000,-0.002666,0.967277,0.011960,0.253426,2.515653,0.005667,2.380178,0.000429
10666,29.627778,-0.002173,0.967382,0.012148,0.253022,2.511814,0.005644,2.375987,0.000485
10667,29.630556,-0.001838,0.967479,0.012019,0.252659,2.508169,0.005627,2.372431,0.000485
10668,29.633333,-0.001760,0.967568,0.011767,0.252330,2.504923,0.005650,2.369294,0.000519
10669,29.636111,-0.001706,0.967649,0.011443,0.252036,2.501744,0.005674,2.366309,0.000691
10670,29.638889,-0.000617,0.967855,0.011901,0.251227,2.497430,0.005574,2.361722,0.000998
10671,29.641667,-0.000919,0.967924,0.011182,0.250994,2.494696,0.005643,2.359573,0.000607
10672,29.644444,-0.000986,0.967997,0.010655,0.250733,2.491719,0.005687,2.357078,0.000620
10673,29.647222,-0.001463,0.968013,0.009889,0.250700,2.489295,0.005772,2.355143,0.000638
10674,29.650000,-0.001890,0.968042,0.009194,0.250612,2.486845,0.005849,2.353094,0.000577
10675,29.652778,,,,,,,,
10676,29.655556,-0.001892,0.968106,0.009256,0.250363,2.483550,0.005890,2.349139,0.000397
10677,29.658333,-0.001954,0.968173,0.009162,0.250106,2.480346,0.005909,2.345540,0.000322
10678,29.661111,-0.001887,0.968256,0.009429,0.249777,2.477162,0.005897,2.341405,0.000291
10679,29.663889,-0.001777,0.968346,0.009521,0.249425,2.473895,0.005869,2.337551,0.000349
10680,29.666667,-0.001406,0.968449,0.009948,0.249009,2.470426,0.005800,2.333121,0.000289
10681,29.669444,-0.000893,0.968564,0.010596,0.248537,2.466869,0.005724,2.328350,0.000226
10682,29.672222,-0.000669,0.968659,0.010924,0.248152,2.463651,0.005631,2.324187,0.000283
10683,29.675000,-0.000523,0.968727,0.011238,0.247873,2.460567,0.005544,2.320110,0.000272
10684,29.677778,-0.000322,0.968810,0.011615,0.247531,2.457449,0.005458,2.315931,0.000215
10685,29.680556,-0.000216,0.968868,0.011912,0.247290,2.454452,0.005378,2.311934,0.000259
10686,29.683333,0.000118,0.968962,0.012233,0.246906,2.451151,0.005333,2.307851,0.000266
10687,29.686111,0.000089,0.969006,0.012678,0.246710,2.448441,0.005268,2.303694,0.000170
10688,29.688889,-0.000080,0.969049,0.012662,0.246546,2.445793,0.005219,2.300331,0.000328
10689,29.691667,-0.000149,0.969111,0.012729,0.246298,2.443051,0.005167,2.296830,0.000296
10690,29.694444,,,,,,,,
10691,29.697222,-0.000417,0.969154,0.012869,0.246119,2.440131,0.005142,2.292717,0.000440
10692,29.700000,-0.000400,0.969178,0.012884,0.246023,2.436769,0.005140,2.288785,0.000270
10693,29.702778,-0.000377,0.969178,0.012752,0.246030,2.433393,0.005157,2.285150,0.000307
10694,29.705556,-0.000334,0.969184,0.012718,0.246011,2.430090,0.005170,2.281442,0.000262
10695,29.708333,-0.000677,0.969159,0.012226,0.246133,2.427253,0.005233,2.278679,0.000526
10696,29.711111,-0.001038,0.969145,0.011990,0.246198,2.424612,0.005273,2.275583,0.000540
10697,29.713889,-0.001143,0.969159,0.012019,0.246142,2.421754,0.005293,2.272019,0.000400
10698,29.716667,,,,,,,,
10699,29.719444,-0.001084,0.969151,0.012087,0.246171,2.418144,0.005307,2.267787,0.000489
10700,29.722222,-0.000928,0.969163,0.012323,0.246109,2.414575,0.005300,2.263378,0.000458
10701,29.725000,-0.000619,0.969191,0.012576,0.245988,2.410870,0.005297,2.258964,0.000471
10702,29.727778,-0.000455,0.969203,0.012766,0.245933,2.407440,0.005312,2.254780,0.000512
10703,29.730556,-0.000270,0.969222,0.012894,0.245851,2.404027,0.005313,2.250745,0.000448
10704,29.733333,,,,,,,,
10705,29.736111,-0.000175,0.969249,0.013087,0.245734,2.400326,0.005328,2.246048,0.000414
10706,29.738889,-0.000162,0.969274,0.013044,0.245635,2.396763,0.005352,2.241867,0.000378
10707,29.741667,-0.000323,0.969299,0.012932,0.245543,2.393525,0.005387,2.237938,0.000389
10708,29.744444,-0.000369,0.969325,0.013070,0.245436,2.390295,0.005409,2.233660,0.000390
10709,29.747222,-0.000445,0.969344,0.013011,0.245362,2.387075,0.005443,2.229756,0.000374
10710,29.750000,-0.000642,0.969369,0.012764,0.245274,2.384014,0.005484,2.226241,0.000376
10711,29.752778,-0.000681,0.969418,0.012672,0.245088,2.380832,0.005493,2.222466,0.000341
10712,29.755556,-0.000923,0.969427,0.012869,0.245042,2.378077,0.005485,2.218367,0.000423
10713,29.758333,-0.001372,0.969426,0.012728,0.245049,2.375530,0.005504,2.214926,0.000430
10714,29.761111,-0.001702,0.969435,0.013084,0.244993,2.373032,0.005444,2.210670,0.000320
10715,29.763889,-0.001751,0.969467,0.013174,0.244863,2.369991,0.005452,2.206781,0.000417
10716,29.766667,-0.002049,0.969474,0.012975,0.244844,2.367234,0.005432,2.203429,0.000410
10717,29.769444,-0.002602,0.969485,0.012676,0.244810,2.364825,0.005404,2.200346,0.000444
10718,29.772222,-0.003029,0.969479,0.012413,0.244842,2.362244,0.005407,2.197190,0.000543
10719,29.775000,,,,,,,,
10720,29.777778,-0.003145,0.969530,0.012612,0.244627,2.358802,0.005442,2.192648,0.000360
10721,29.780556,-0.003478,0.969561,0.012065,0.244530,2.355525,0.005478,2.189419,0.000446
10722,29.783333,-0.003407,0.969635,0.012272,0.244224,2.352016,0.005501,2.185003,0.000398
10723,29.786111,-0.003501,0.969701,0.012291,0.243962,2.348767,0.005542,2.181045,0.000413
10724,29.788889,-0.003607,0.969776,0.012156,0.243668,2.345565,0.005585,2.177406,0.000423
10725,29.791667,,,,,,,,
10726,29.794444,-0.003416,0.970024,0.011986,0.242688,2.338838,0.005587,2.169935,0.000443
10727,29.797222,-0.003353,0.970129,0.011853,0.242277,2.335591,0.005584,2.166380,0.000531
10728,29.800000,-0.003273,0.970211,0.011684,0.241958,2.332358,0.005555,2.162887,0.000517
10729,29.802778,-0.003052,0.970296,0.011708,0.241617,2.329012,0.005532,2.159081,0.000447
10730,29.805556,-0.002958,0.970355,0.011730,0.241383,2.325888,0.005511,2.155349,0.000438
10731,29.808333,,,,,,,,
10732,29.811111,-0.002667,0.970450,0.011942,0.240993,2.319597,0.005470,2.147542,0.000397
10733,29.813889,-0.002590,0.970470,0.012226,0.240896,2.316631,0.005460,2.143368,0.000394
10734,29.816667,-0.002418,0.970471,0.012596,0.240876,2.313542,0.005444,2.138984,0.000370
10735,29.819444,-0.002102,0.970498,0.012692,0.240768,2.310131,0.005438,2.134933,0.000421
10736,29.822222,-0.001746,0.970507,0.012709,0.240730,2.306611,0.005433,2.130940,0.000407
10737,29.825000,,,,,,,,
10738,29.827778,-0.001898,0.970477,0.012653,0.240853,2.303252,0.005452,2.126468,0.000526
10739,29.830556,-0.001684,0.970518,0.012769,0.240683,2.299460,0.005405,2.121596,0.000399
10740,29.833333,-0.001700,0.970560,0.013308,0.240487,2.296225,0.005352,2.116203,0.000388
10741,29.836111,-0.001575,0.970633,0.013777,0.240167,2.292789,0.005302,2.110899,0.000301
10742,29.838889,-0.001419,0.971060,0.014232,0.238409,2.289526,0.005253,2.105761,0.000886
10743,29.841667,-0.001487,0.971113,0.013913,0.238211,2.286169,0.005218,2.101775,0.000327
10744,29.844444,-0.001417,0.971208,0.013725,0.237834,2.282706,0.005191,2.097618,0.000372
10745,29.847222,-0.001832,0.971250,0.013473,0.237675,2.279982,0.005225,2.093842,0.000394
10746,29.850000,-0.001959,0.971341,0.013164,0.237316,2.276841,0.005187,2.090033,0.000385
10747,29.852778,-0.002158,0.971458,0.012923,0.236852,2.273887,0.005130,2.086192,0.000335
10748,29.855556,-0.002512,0.971582,0.012529,0.236359,2.271152,0.005086,2.082691,0.000451
10749,29.858333,-0.002766,0.971688,0.012321,0.235931,2.268378,0.005043,2.078950,0.000381
10750,29.861111,-0.002743,0.971769,0.012703,0.235575,2.265440,0.004974,2.074247,0.000357
10751,29.863889,-0.002814,0.971857,0.012984,0.235198,2.262641,0.004936,2.069796,0.000325
10752,29.866667,-0.002820,0.971929,0.013172,0.234888,2.259758,0.004913,2.065528,0.000338
10753,29.869444,,,,,,,,
10754,29.872222,-0.002765,0.972020,0.013277,0.234506,2.256267,0.004921,2.060770,0.000365
10755,29.875000,-0.002540,0.972119,0.013334,0.234097,2.252579,0.004923,2.056148,0.000356
10756,29.877778,-0.002453,0.972174,0.013151,0.233878,2.249066,0.004951,2.052068,0.000474
10757,29.880556,-0.002538,0.972211,0.012947,0.233736,2.245854,0.005007,2.048161,0.000459
10758,29.883333,-0.002401,0.972261,0.012864,0.233533,2.242390,0.005053,2.044072,0.000533
10759,29.886111,-0.002326,0.972270,0.012689,0.233507,2.239006,0.005100,2.040199,0.000591
10760,29.888889,-0.002216,0.972261,0.012600,0.233547,2.235615,0.005153,2.036193,0.000565
10761,29.891667,-0.002068,0.972263,0.012626,0.233539,2.232204,0.005184,2.032019,0.000567
10762,29.894444,-0.002103,0.972245,0.012623,0.233614,2.229068,0.005219,2.027941,0.000557
10763,29.897222,-0.002104,0.972244,0.012655,0.233619,2.225928,0.005234,2.023775,0.000600
10764,29.900000,,,,,,,,
10765,29.902778,-0.002093,0.972571,0.013900,0.232182,2.222833,0.005165,2.016966,0.000915
10766,29.905556,-0.002148,0.972755,0.014602,0.231366,2.219643,0.005097,2.011030,0.001000
10767,29.908333,-0.002247,0.973036,0.015371,0.230131,2.216659,0.005053,2.005039,0.000980
10768,29.911111,-0.002273,0.973174,0.015944,0.229507,2.213476,0.004974,1.999293,0.000985
10769,29.913889,-0.002234,0.973400,0.016634,0.228497,2.210325,0.004880,1.993361,0.000877
10770,29.916667,-0.002324,0.973481,0.017117,0.228114,2.207268,0.004803,1.987808,0.000832
10771,29.919444,,,,,,,,
10772,29.922222,-0.002253,0.973397,0.016481,0.228519,2.202909,0.004793,1.983027,0.000449
10773,29.925000,-0.002279,0.973361,0.015825,0.228721,2.198793,0.004758,1.978450,0.000433
10774,29.927778,-0.002310,0.973348,0.015196,0.228815,2.194803,0.004726,1.973983,0.000525
10775,29.930556,-0.002389,0.973340,0.014533,0.228894,2.190965,0.004713,1.969740,0.000498
10776,29.933333,-0.002584,0.973341,0.013984,0.228920,2.187419,0.004702,1.965516,0.000452
10777,29.936111,-0.002573,0.973379,0.013598,0.228783,2.183698,0.004672,1.961101,0.000521
10778,29.938889,-0.002540,0.973420,0.013286,0.228626,2.180044,0.004656,1.956716,0.000471
10779,29.941667,-0.002546,0.973476,0.012969,0.228406,2.176517,0.004642,1.952498,0.000568
10780,29.944444,-0.002511,0.973573,0.012978,0.227994,2.173109,0.004618,1.947859,0.000482
10781,29.947222,-0.002392,0.973677,0.013021,0.227547,2.169650,0.004606,1.943238,0.000454
10782,29.950000,-0.002446,0.973779,0.013007,0.227110,2.166504,0.004606,1.938867,0.000443
10783,29.952778,-0.002497,0.973897,0.013054,0.226601,2.163441,0.004632,1.934482,0.000446
10784,29.955556,-0.002437,0.974024,0.013144,0.226051,2.160261,0.004655,1.930041,0.000493
10785,29.958333,-0.002420,0.974155,0.013362,0.225471,2.157249,0.004668,1.925464,0.000566
10786,29.961111,-0.002558,0.974269,0.013464,0.224972,2.154490,0.004707,1.921159,0.000522
10787,29.963889,-0.002442,0.974366,0.013579,0.224547,2.151372,0.004739,1.916756,0.000579
10788,29.966667,-0.002430,0.974427,0.013827,0.224264,2.148493,0.004779,1.912191,0.000484
10789,29.969444,-0.002495,0.974462,0.014169,0.224090,2.145785,0.004819,1.907517,0.000521
10790,29.972222,-0.002336,0.974508,0.014423,0.223875,2.142686,0.004852,1.902877,0.000532
10791,29.975000,-0.002134,0.974505,0.014743,0.223872,2.139529,0.004870,1.898094,0.000387
10792,29.977778,-0.002041,0.974470,0.015072,0.224001,2.136526,0.004896,1.893324,0.000442
10793,29.980556,-0.001862,0.974441,0.014930,0.224140,2.133220,0.004951,1.889202,0.000370
10794,29.983333,-0.002159,0.974400,0.014084,0.224369,2.130413,0.004990,1.886324,0.001059
10795,29.986111,-0.002111,0.974365,0.014352,0.224504,2.127455,0.005028,1.881469,0.000370
10796,29.988889,-0.002049,0.974333,0.014563,0.224632,2.124444,0.005065,1.876615,0.000364
10797,29.991667,-0.002444,0.974322,0.013853,0.224720,2.121821,0.005075,1.873315,0.001295
10798,29.994444,-0.002305,0.974313,0.014169,0.224741,2.118683,0.005111,1.868130,0.000448
10799,29.997222,-0.002306,0.974307,0.013956,0.224780,2.115537,0.005126,1.863747,0.000468
10800,30.000000,-0.002424,0.974325,0.013800,0.224710,2.112580,0.005139,1.859277,0.000428
10801,30.002778,-0.002348,0.974371,0.013705,0.224519,2.109309,0.005128,1.854609,0.000378
10802,30.005556,-0.002246,0.974411,0.013677,0.224348,2.105969,0.005108,1.849798,0.000358
10803,30.008333,,,,,,,,
10804,30.011111,-0.002210,0.974391,0.013396,0.224449,2.102045,0.005051,1.844611,0.000900
10805,30.013889,-0.002289,0.974453,0.013250,0.224190,2.098368,0.005023,1.839312,0.000355
10806,30.016667,-0.002393,0.974518,0.013018,0.223921,2.094741,0.005020,1.834250,0.000372
10807,30.019444,-0.002579,0.974607,0.012709,0.223549,2.091280,0.005009,1.829425,0.000388
10808,30.022222,-0.003169,0.974879,0.013053,0.222328,2.088835,0.004941,1.823900,0.000871
10809,30.025000,,,,,,,,
10810,30.027778,-0.003263,0.974988,0.012675,0.221870,2.084764,0.004976,1.818536,0.000398
10811,30.030556,-0.003413,0.975106,0.012370,0.221367,2.080954,0.005043,1.813286,0.000427
10812,30.033333,-0.003455,0.975247,0.012110,0.220759,2.077142,0.005114,1.808112,0.000445
10813,30.036111,-0.003413,0.975388,0.012017,0.220142,2.073388,0.005180,1.802806,0.000446
10814,30.038889,-0.002885,0.975580,0.012389,0.219277,2.069207,0.005188,1.796756,0.000968
10815,30.041667,-0.002750,0.975802,0.011986,0.218310,2.065442,0.005262,1.792112,0.000498
10816,30.044444,-0.002307,0.976022,0.011898,0.217334,2.061394,0.005342,1.786991,0.000461
10817,30.047222,-0.001926,0.976311,0.011850,0.216039,2.057600,0.005414,1.781876,0.001166
10818,30.050000,-0.001634,0.976559,0.011870,0.214918,2.054026,0.005463,1.776773,0.001273
10819,30.052778,,,,,,,,
10820,30.055556,-0.001345,0.976649,0.012906,0.214450,2.050227,0.005396,1.769351,0.000270
10821,30.058333,-0.001173,0.976711,0.013402,0.214135,2.046524,0.005373,1.762999,0.000400
10822,30.061111,-0.000909,0.976788,0.013901,0.213757,2.042780,0.005333,1.756716,0.000309
10823,30.063889,-0.000524,0.976848,0.014416,0.213450,2.038946,0.005286,1.750490,0.000302
10824,30.066667,-0.000485,0.976880,0.014533,0.213292,2.035528,0.005250,1.745063,0.000359
10825,30.069444,,,,,,,,
10826,30.072222,-0.000245,0.976887,0.014860,0.213238,2.031333,0.005192,1.738441,0.000351
10827,30.075000,-0.000097,0.976860,0.015376,0.213327,2.027431,0.005147,1.731714,0.000320
10828,30.077778,0.000217,0.976824,0.015920,0.213449,2.023343,0.005105,1.725026,0.000298
10829,30.080556,-0.000458,0.976792,0.014913,0.213669,2.020333,0.005048,1.721202,0.001168
10830,30.083333,-0.000096,0.976783,0.015665,0.213657,2.016324,0.005025,1.714338,0.000322
10831,30.086111,0.000289,0.976812,0.016303,0.213479,2.012284,0.005008,1.707703,0.000332
10832,30.088889,0.000494,0.976861,0.016735,0.213218,2.008493,0.005030,1.701515,0.000442
10833,30.091667,0.000013,0.976957,0.015749,0.212855,2.005364,0.005017,1.697834,0.001151
10834,30.094444,-0.000653,0.977059,0.014728,0.212459,2.002528,0.005052,1.694324,0.001194
10835,30.097222,-0.000063,0.977168,0.015631,0.211894,1.998386,0.005101,1.687416,0.000282
10836,30.100000,,,,,,,,
10837,30.102778,0.000285,0.977288,0.016302,0.211286,1.993981,0.005171,1.680135,0.000476
10838,30.105556,0.000799,0.977443,0.016950,0.210517,1.989448,0.005224,1.673001,0.000407
10839,30.108333,0.001259,0.977601,0.017603,0.209728,1.985114,0.005269,1.666047,0.000432
10840,30.111111,0.001887,0.977783,0.018590,0.208784,1.980776,0.005278,1.658676,0.000523
10841,30.113889,0.002237,0.977941,0.019297,0.207975,1.976865,0.005298,1.651976,0.000625
10842,30.116667,,,,,,,,
10843,30.119444,0.001950,0.977992,0.019117,0.207757,1.973092,0.005373,1.646191,0.000752
10844,30.122222,0.001658,0.978092,0.018031,0.207383,1.969207,0.005382,1.641963,0.000861
10845,30.125000,0.001181,0.978177,0.017185,0.207059,1.965831,0.005403,1.637627,0.000910
10846,30.127778,0.001250,0.978278,0.016889,0.206603,1.961959,0.005396,1.632403,0.000802
10847,30.130556,0.000981,0.978328,0.016801,0.206378,1.958764,0.005445,1.627136,0.000779
10848,30.133333,0.002830,0.978455,0.017754,0.205675,1.952841,0.005304,1.619592,0.001043
10849,30.136111,0.001910,0.978479,0.017270,0.205614,1.950670,0.005429,1.615352,0.001292
10850,30.138889,0.001394,0.978462,0.017234,0.205704,1.948117,0.005519,1.610376,0.001186
10851,30.141667,0.001039,0.978454,0.016878,0.205770,1.945268,0.005573,1.605852,0.001207
10852,30.144444,0.000982,0.978401,0.016785,0.206029,1.942127,0.005612,1.600871,0.001010
10853,30.147222,,,,,,,,
10854,30.150000,0.000742,0.978389,0.016316,0.206126,1.938534,0.005677,1.595482,0.000376
10855,30.152778,0.000709,0.978366,0.016065,0.206255,1.934770,0.005737,1.589805,0.000572
10856,30.155556,0.000474,0.978330,0.015430,0.206474,1.931222,0.005799,1.584878,0.000552
10857,30.158333,0.000287,0.978247,0.015153,0.206892,1.927747,0.005861,1.579489,0.000628
10858,30.161111,,,,,,,,
10859,30.163889,-0.000090,0.978226,0.015057,0.206998,1.923988,0.005907,1.573020,0.000668
10860,30.166667,0.000338,0.978329,0.015410,0.206484,1.919282,0.005861,1.565732,0.000646
10861,30.169444,0.000227,0.978378,0.015644,0.206233,1.915385,0.005839,1.559002,0.000719
10862,30.172222,-0.000244,0.978438,0.015587,0.205951,1.912051,0.005869,1.553023,0.000690
10863,30.175000,-0.001393,0.978517,0.015407,0.205585,1.909750,0.005908,1.547558,0.000499
10864,30.177778,,,,,,,,
10865,30.180556,-0.002149,0.978665,0.015429,0.204870,1.906342,0.005918,1.540826,0.000486
10866,30.183333,-0.002375,0.978844,0.015547,0.204000,1.902311,0.005881,1.534014,0.000482
10867,30.186111,-0.002213,0.979062,0.015439,0.202965,1.897780,0.005852,1.527686,0.001276
10868,30.188889,-0.002326,0.979272,0.015351,0.201955,1.893800,0.005843,1.521597,0.000405
10869,30.191667,-0.002561,0.979441,0.015296,0.201134,1.890163,0.005868,1.515701,0.000248
10870,30.194444,-0.002894,0.979571,0.015077,0.200512,1.886722,0.005896,1.510262,0.000351
10871,30.197222,-0.003144,0.979684,0.015097,0.199953,1.883344,0.005926,1.504585,0.000210
10872,30.200000,-0.003477,0.979794,0.014935,0.199418,1.880130,0.005960,1.499337,0.000370
10873,30.202778,-0.003601,0.979889,0.014970,0.198951,1.876752,0.005996,1.493842,0.000296
10874,30.205556,-0.002992,0.980067,0.015279,0.198057,1.872441,0.005938,1.487708,0.001286
10875,30.208333,,,,,,,,
10876,30.211111,-0.002865,0.980172,0.015011,0.197561,1.868166,0.005970,1.481843,0.000469
10877,30.213889,-0.002566,0.980274,0.014731,0.197075,1.863760,0.006001,1.476103,0.000402
10878,30.216667,-0.002082,0.980370,0.014631,0.196614,1.859218,0.006015,1.470151,0.000389
10879,30.219444,-0.001639,0.980436,0.014546,0.196292,1.854832,0.006020,1.464302,0.000481
10880,30.222222,-0.001364,0.980489,0.014352,0.196045,1.850756,0.006043,1.458776,0.000538
10881,30.225000,,,,,,,,
10882,30.227778,-0.000898,0.980526,0.014232,0.195870,1.845856,0.006033,1.452151,0.000451
10883,30.230556,-0.000455,0.980528,0.014286,0.195858,1.841141,0.006010,1.445439,0.000462
10884,30.233333,0.000358,0.980508,0.014866,0.195915,1.836101,0.005985,1.437971,0.000696
10885,30.236111,0.000627,0.980474,0.014982,0.196074,1.831833,0.005959,1.431503,0.000500
10886,30.238889,0.000609,0.980436,0.014776,0.196280,1.827945,0.005924,1.425722,0.000413
10887,30.241667,0.000316,0.980412,0.014413,0.196430,1.824439,0.005909,1.420344,0.000492
10888,30.244444,0.000202,0.980426,0.014354,0.196362,1.820792,0.005880,1.414511,0.000413
10889,30.247222,-0.000175,0.980450,0.014172,0.196255,1.817526,0.005877,1.409034,0.000397
10890,30.250000,-0.000519,0.980482,0.014058,0.196107,1.814264,0.005878,1.403523,0.000363
10891,30.252778,-0.000855,0.980543,0.013871,0.195810,1.810983,0.005867,1.398170,0.000470
10892,30.255556,,,,,,,,
10893,30.258333,-0.001284,0.980679,0.013633,0.195147,1.807216,0.005861,1.392013,0.000502
10894,30.261111,-0.001765,0.980835,0.013268,0.194380,1.803622,0.005881,1.386275,0.000489
10895,30.263889,-0.002197,0.980991,0.013107,0.193598,1.800147,0.005920,1.380408,0.000355
10896,30.266667,-0.002722,0.981161,0.012923,0.192742,1.796933,0.005962,1.374770,0.000380
10897,30.269444,,,,,,,,
10898,30.272222,-0.003262,0.981532,0.012663,0.190852,1.790059,0.006074,1.363620,0.000410
10899,30.275000,-0.003574,0.981685,0.012533,0.190064,1.786812,0.006145,1.358257,0.000422
10900,30.277778,-0.003495,0.981825,0.012544,0.189339,1.783087,0.006198,1.352670,0.000377
10901,30.280556,-0.003032,0.981950,0.012830,0.188681,1.778914,0.006234,1.346631,0.000385
10902,30.283333,-0.002722,0.982048,0.013269,0.188146,1.775074,0.006244,1.340440,0.000321
10903,30.286111,-0.002415,0.982125,0.013515,0.187730,1.771248,0.006300,1.334624,0.000404
10904,30.288889,-0.002541,0.982176,0.013776,0.187440,1.768126,0.006356,1.328909,0.000440
10905,30.291667,-0.002386,0.982228,0.014003,0.187154,1.764617,0.006421,1.323174,0.000379
10906,30.294444,,,,,,,,
10907,30.297222,-0.002332,0.982287,0.014402,0.186811,1.760806,0.006464,1.316187,0.000607
10908,30.300000,-0.002493,0.982323,0.014548,0.186612,1.757349,0.006497,1.309739,0.000809
10909,30.302778,-0.002162,0.982385,0.015001,0.186253,1.753316,0.006494,1.302771,0.000537
10910,30.305556,-0.001998,0.982449,0.015206,0.185899,1.749529,0.006485,1.296282,0.000556
