Format Version,1.23,Take Name,Take 2024-09-30 02.17.04 PM_002,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2024-09-30 02.27.27.419 PM,Total Frames in Take,23631,Total Exported Frames,23631,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B
,ID,"C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
7487,20.797222,0.009597,0.154721,0.001387,-0.987911,0.944502,0.006030,0.023415,0.000352
7488,20.800000,,,,,,,,
7489,20.802778,0.009712,0.154574,0.001205,-0.987933,0.951005,0.006037,0.022755,0.000397
7490,20.805556,0.009915,0.154329,0.001038,-0.987969,0.957300,0.006056,0.022230,0.000304
7491,20.808333,0.010158,0.154128,0.000762,-0.987998,0.963601,0.006083,0.021814,0.000286
7492,20.811111,0.010155,0.153996,0.000758,-0.988019,0.969396,0.006111,0.020983,0.000371
7493,20.813889,0.010098,0.153965,0.000767,-0.988025,0.975078,0.006166,0.020072,0.000473
7494,20.816667,0.010154,0.153897,0.000909,-0.988034,0.980424,0.006202,0.019344,0.000526
7495,20.819444,0.009950,0.153871,0.001062,-0.988040,0.985736,0.006283,0.018209,0.000530
7496,20.822222,0.010019,0.153790,0.000822,-0.988052,0.991531,0.006334,0.017631,0.000381
7497,20.825000,0.010294,0.153565,0.000606,-0.988085,0.997180,0.006409,0.017383,0.000313
7498,20.827778,0.010503,0.153356,0.000422,-0.988115,1.002744,0.006492,0.017045,0.000360
7499,20.830556,,,,,,,,
7500,20.833333,0.010938,0.153235,0.000011,-0.988129,1.009500,0.006574,0.017012,0.000389
7501,20.836111,0.010668,0.153197,-0.000042,-0.988138,1.015672,0.006648,0.015827,0.000424
7502,20.838889,0.010505,0.153221,-0.000417,-0.988136,1.022224,0.006696,0.014917,0.000726
7503,20.841667,0.010209,0.153183,-0.000539,-0.988145,1.028296,0.006746,0.013774,0.000627
7504,20.844444,0.009952,0.153175,-0.000637,-0.988149,1.034214,0.006797,0.012713,0.000640
7505,20.847222,0.009721,0.153151,-0.000793,-0.988155,1.040148,0.006818,0.011724,0.000634
7506,20.850000,0.009651,0.153152,-0.000958,-0.988155,1.045986,0.006843,0.011007,0.000661
7507,20.852778,0.009528,0.153119,-0.001081,-0.988161,1.051741,0.006845,0.010226,0.000618
7508,20.855556,0.009258,0.153199,-0.000999,-0.988152,1.057184,0.006883,0.009179,0.000663
7509,20.858333,0.009102,0.153179,-0.001102,-0.988156,1.062860,0.006861,0.008379,0.000601
7510,20.861111,0.009015,0.153134,-0.001269,-0.988163,1.068599,0.006849,0.007708,0.000602
7511,20.863889,0.009194,0.153093,-0.001338,-0.988168,1.074120,0.006790,0.007442,0.000655
7512,20.866667,0.009293,0.153067,-0.001317,-0.988171,1.079522,0.006751,0.007027,0.000631
7513,20.869444,0.009301,0.152913,-0.001266,-0.988195,1.084920,0.006699,0.006462,0.000648
7514,20.872222,0.009247,0.152800,-0.001355,-0.988213,1.090583,0.006692,0.005813,0.000605
7515,20.875000,,,,,,,,
7516,20.877778,0.010167,0.153513,-0.000837,-0.988094,1.096205,0.006600,0.006463,0.000313
7517,20.880556,0.009904,0.153384,-0.000723,-0.988117,1.102549,0.006605,0.005317,0.000463
7518,20.883333,0.009765,0.153287,-0.000702,-0.988133,1.108894,0.006635,0.004401,0.000549
7519,20.886111,0.009668,0.153132,-0.000660,-0.988158,1.115105,0.006653,0.003550,0.000520
7520,20.888889,0.009658,0.153002,-0.000687,-0.988178,1.121296,0.006698,0.002859,0.000587
7521,20.891667,0.009524,0.152846,-0.000581,-0.988204,1.127233,0.006736,0.001963,0.000575
7522,20.894444,,,,,,,,
7523,20.897222,0.009404,0.152636,-0.000425,-0.988238,1.133973,0.006795,0.001001,0.000478
7524,20.900000,0.009509,0.152577,-0.000401,-0.988246,1.140641,0.006869,0.000438,0.000608
7525,20.902778,0.008807,0.152311,-0.000009,-0.988293,1.146796,0.006930,-0.001398,0.000828
7526,20.905556,0.006960,0.151704,0.001078,-0.988401,1.151977,0.007029,-0.005236,0.000675
7527,20.908333,,,,,,,,
7528,20.911111,0.007100,0.151744,0.000938,-0.988394,1.159404,0.007077,-0.005708,0.000413
7529,20.913889,0.007179,0.151750,0.000739,-0.988393,1.166712,0.007107,-0.006227,0.000449
7530,20.916667,0.007396,0.151812,0.000529,-0.988382,1.173813,0.007125,-0.006505,0.000448
7531,20.919444,0.007326,0.151883,0.000551,-0.988371,1.180471,0.007163,-0.007270,0.000499
7532,20.922222,0.007381,0.151895,0.000388,-0.988369,1.187248,0.007168,-0.007767,0.000440
7533,20.925000,0.007371,0.151882,0.000319,-0.988371,1.193800,0.007176,-0.008377,0.000440
7534,20.927778,0.007886,0.151597,0.000094,-0.988411,1.200393,0.007156,-0.008143,0.000603
7535,20.930556,0.008001,0.151615,0.000104,-0.988407,1.206633,0.007153,-0.008547,0.000342
7536,20.933333,0.008113,0.151669,0.000238,-0.988398,1.212625,0.007143,-0.008978,0.000359
7537,20.936111,0.008304,0.151699,0.000376,-0.988392,1.218552,0.007124,-0.009292,0.000415
7538,20.938889,,,,,,,,
7539,20.941667,0.008673,0.151682,0.000599,-0.988391,1.225273,0.007073,-0.009415,0.000475
7540,20.944444,0.008592,0.151738,0.000997,-0.988383,1.231661,0.007088,-0.010283,0.000457
7541,20.947222,0.009062,0.151740,0.001001,-0.988378,1.238333,0.007030,-0.010148,0.000490
7542,20.950000,0.008689,0.151591,0.001139,-0.988404,1.244901,0.006964,-0.011300,0.000723
7543,20.952778,0.008896,0.151540,0.000977,-0.988411,1.251633,0.006920,-0.011495,0.000450
7544,20.955556,0.008953,0.151505,0.000954,-0.988416,1.258045,0.006896,-0.011921,0.000435
7545,20.958333,0.009010,0.151405,0.000828,-0.988431,1.264525,0.006859,-0.012284,0.000443
7546,20.961111,0.009166,0.151306,0.000758,-0.988444,1.270802,0.006834,-0.012479,0.000446
7547,20.963889,0.009100,0.151201,0.000476,-0.988461,1.277404,0.006819,-0.012943,0.000480
7548,20.966667,0.009063,0.151097,0.000388,-0.988477,1.283606,0.006809,-0.013354,0.000387
7549,20.969444,,,,,,,,
7550,20.972222,0.009073,0.151034,0.000291,-0.988487,1.290805,0.006832,-0.013708,0.000415
7551,20.975000,0.009093,0.150974,0.000215,-0.988496,1.297811,0.006849,-0.014012,0.000420
7552,20.977778,0.009102,0.150926,0.000094,-0.988503,1.304757,0.006884,-0.014299,0.000510
7553,20.980556,0.009022,0.150887,-0.000005,-0.988510,1.311552,0.006917,-0.014695,0.000410
7554,20.983333,0.008972,0.150894,-0.000054,-0.988509,1.318181,0.006944,-0.015034,0.000395
7555,20.986111,0.008981,0.150750,-0.000100,-0.988531,1.324701,0.006954,-0.015265,0.000365
7556,20.988889,0.009182,0.150777,-0.000181,-0.988525,1.331219,0.006957,-0.015180,0.000412
7557,20.991667,0.009023,0.150722,-0.000341,-0.988535,1.337937,0.007002,-0.015644,0.000422
7558,20.994444,0.009122,0.150650,-0.000451,-0.988545,1.344512,0.007042,-0.015721,0.000501
7559,20.997222,0.009410,0.150454,-0.000387,-0.988572,1.350817,0.007118,-0.015570,0.000528
7560,21.000000,0.009462,0.150402,-0.000451,-0.988580,1.357354,0.007168,-0.015705,0.000547
7561,21.002778,0.009821,0.150409,-0.000521,-0.988575,1.363818,0.007199,-0.015345,0.000640
7562,21.005556,0.009664,0.150240,-0.000311,-0.988602,1.369992,0.007235,-0.015857,0.000419
7563,21.008333,0.009862,0.150174,-0.000308,-0.988611,1.376377,0.007249,-0.015757,0.000568
7564,21.011111,0.009972,0.150103,-0.000199,-0.988620,1.382599,0.007273,-0.015807,0.000589
7565,21.013889,0.009471,0.149871,0.000366,-0.988660,1.388261,0.007273,-0.016872,0.000867
7566,21.016667,,,,,,,,
7567,21.019444,0.010113,0.149391,0.000577,-0.988726,1.395210,0.007241,-0.016113,0.000627
7568,21.022222,0.011228,0.148694,0.000302,-0.988819,1.402645,0.007200,-0.014501,0.000782
7569,21.025000,0.012263,0.148150,0.000051,-0.988889,1.409888,0.007157,-0.012983,0.000738
7570,21.027778,0.012790,0.147602,0.000198,-0.988964,1.416467,0.007148,-0.012350,0.000933
7571,21.030556,0.013413,0.147155,-0.000031,-0.989023,1.423457,0.007097,-0.011444,0.000800
7572,21.033333,0.013537,0.147243,0.000135,-0.989008,1.429839,0.007042,-0.011369,0.000456
7573,21.036111,0.013515,0.147327,0.000393,-0.988995,1.435994,0.007010,-0.011519,0.000434
7574,21.038889,0.013232,0.147530,0.000231,-0.988969,1.442834,0.006970,-0.011997,0.000600
7575,21.041667,0.012886,0.147786,0.000211,-0.988935,1.449370,0.006945,-0.012601,0.000420
7576,21.044444,0.012532,0.147952,0.000364,-0.988915,1.455598,0.006934,-0.013240,0.000535
7577,21.047222,0.012158,0.148244,0.000338,-0.988876,1.462112,0.006941,-0.013872,0.000513
7578,21.050000,0.011750,0.148571,0.000426,-0.988832,1.468484,0.006969,-0.014614,0.000841
7579,21.052778,0.011676,0.148975,0.000210,-0.988772,1.475256,0.006976,-0.014753,0.000619
7580,21.055556,0.011651,0.149315,0.000548,-0.988721,1.481192,0.007027,-0.014937,0.000946
7581,21.058333,0.011305,0.149657,0.001027,-0.988673,1.487047,0.007134,-0.015684,0.000731
7582,21.061111,0.011108,0.149931,0.001271,-0.988633,1.493250,0.007227,-0.016130,0.000881
7583,21.063889,0.011150,0.150076,0.001694,-0.988610,1.499115,0.007292,-0.016233,0.000897
7584,21.066667,0.010908,0.150268,0.002082,-0.988583,1.505147,0.007398,-0.016790,0.000644
7585,21.069444,0.010819,0.150383,0.002180,-0.988566,1.511594,0.007478,-0.017036,0.000791
7586,21.072222,0.011097,0.150427,0.002312,-0.988556,1.517868,0.007520,-0.016695,0.000786
7587,21.075000,0.011010,0.150619,0.002456,-0.988527,1.524208,0.007590,-0.016945,0.000699
7588,21.077778,,,,,,,,
7589,21.080556,0.011644,0.150557,0.002085,-0.988531,1.532301,0.007625,-0.015947,0.000823
7590,21.083333,0.012336,0.150274,0.001663,-0.988566,1.540275,0.007601,-0.014805,0.000526
7591,21.086111,0.012631,0.150128,0.000975,-0.988585,1.548658,0.007592,-0.014207,0.000374
7592,21.088889,0.013596,0.150398,0.000738,-0.988532,1.555930,0.007600,-0.012658,0.000881
7593,21.091667,0.013332,0.150600,0.000497,-0.988505,1.563450,0.007543,-0.012959,0.000484
7594,21.094444,,,,,,,,
7595,21.097222,0.013270,0.150838,0.000403,-0.988469,1.571703,0.007486,-0.012892,0.000468
7596,21.100000,0.013946,0.151177,-0.000136,-0.988408,1.580201,0.007408,-0.011560,0.000908
7597,21.102778,0.013590,0.151333,-0.000164,-0.988389,1.588035,0.007371,-0.011971,0.000627
7598,21.105556,0.013153,0.151684,-0.000093,-0.988342,1.595522,0.007346,-0.012487,0.000693
7599,21.108333,0.013181,0.151615,-0.000221,-0.988352,1.603106,0.007258,-0.012244,0.000707
7600,21.111111,0.013196,0.151552,-0.000565,-0.988361,1.610928,0.007212,-0.011935,0.000421
7601,21.113889,0.012905,0.151892,-0.000590,-0.988313,1.618224,0.007182,-0.012142,0.000465
7602,21.116667,0.013575,0.151650,-0.000882,-0.988341,1.625649,0.007161,-0.010827,0.000943
7603,21.119444,0.013233,0.151883,-0.000824,-0.988310,1.632718,0.007138,-0.011147,0.000469
7604,21.122222,0.013079,0.151864,-0.000569,-0.988315,1.639301,0.007135,-0.011243,0.001074
7605,21.125000,,,,,,,,
7606,21.127778,0.012783,0.152064,-0.000492,-0.988288,1.647491,0.007131,-0.011523,0.000429
7607,21.130556,0.013255,0.152080,-0.000575,-0.988279,1.655550,0.007137,-0.010598,0.000489
7608,21.133333,0.013353,0.152042,-0.000733,-0.988284,1.663671,0.007177,-0.010254,0.000347
7609,21.136111,0.013195,0.152510,-0.000564,-0.988214,1.671167,0.007237,-0.010397,0.000945
7610,21.138889,0.012654,0.152625,-0.000334,-0.988203,1.678571,0.007262,-0.011119,0.000484
7611,21.141667,0.012430,0.152757,-0.000060,-0.988186,1.685683,0.007283,-0.011328,0.000398
7612,21.144444,0.011791,0.152771,0.000636,-0.988191,1.692063,0.007373,-0.012296,0.000769
7613,21.147222,0.011889,0.152698,0.000656,-0.988201,1.699363,0.007394,-0.011971,0.000532
7614,21.150000,0.011515,0.152735,0.000628,-0.988200,1.706722,0.007374,-0.012319,0.000457
7615,21.152778,0.012146,0.152413,0.000469,-0.988242,1.713920,0.007321,-0.011074,0.000575
7616,21.155556,0.011857,0.152576,0.000323,-0.988221,1.721287,0.007301,-0.011249,0.000514
7617,21.158333,0.012552,0.152364,-0.000179,-0.988245,1.728882,0.007203,-0.009814,0.000655
7618,21.161111,0.012092,0.152577,-0.000249,-0.988218,1.736086,0.007152,-0.010266,0.000537
7619,21.163889,0.012647,0.152384,-0.000734,-0.988240,1.743652,0.007115,-0.009045,0.000557
7620,21.166667,0.012109,0.152656,-0.000790,-0.988205,1.750803,0.007065,-0.009600,0.000529
7621,21.169444,0.011304,0.152635,-0.000315,-0.988218,1.757190,0.007007,-0.010643,0.000875
7622,21.172222,0.010822,0.152725,0.000426,-0.988209,1.762986,0.007025,-0.011272,0.000678
7623,21.175000,0.011020,0.152526,0.000743,-0.988238,1.769344,0.006972,-0.010735,0.000902
7624,21.177778,0.011348,0.152549,0.000448,-0.988231,1.776762,0.006945,-0.009926,0.000347
7625,21.180556,0.011835,0.152487,0.000297,-0.988235,1.783885,0.006899,-0.008885,0.000523
7626,21.183333,0.011002,0.152600,0.000694,-0.988226,1.790505,0.006894,-0.010020,0.000712
7627,21.186111,,,,,,,,
7628,21.188889,0.010976,0.152816,0.000800,-0.988193,1.798672,0.006881,-0.009855,0.000465
7629,21.191667,0.010722,0.153097,0.000562,-0.988153,1.807320,0.006918,-0.010027,0.000772
7630,21.194444,0.010307,0.153368,0.000997,-0.988115,1.814822,0.006968,-0.010660,0.000790
7631,21.197222,0.008287,0.153667,0.002445,-0.988085,1.821113,0.007151,-0.014015,0.001221
7632,21.200000,0.008940,0.154089,0.004389,-0.988007,1.825901,0.007020,-0.013414,0.001465
7633,21.202778,,,,,,,,
7634,21.205556,0.009573,0.153975,0.004568,-0.988018,1.834457,0.006981,-0.012407,0.000764
7635,21.208333,0.009799,0.154029,0.004311,-0.988008,1.843543,0.006951,-0.011953,0.000600
7636,21.211111,0.011009,0.153721,0.003451,-0.988047,1.853167,0.006921,-0.009850,0.000688
7637,21.213889,0.011987,0.153501,0.002807,-0.988072,1.862322,0.006900,-0.008148,0.000690
7638,21.216667,0.012330,0.153644,0.002721,-0.988046,1.870782,0.006999,-0.007634,0.000442
7639,21.219444,0.013043,0.153509,0.002396,-0.988058,1.879235,0.006982,-0.006417,0.000618
7640,21.222222,0.013019,0.153916,0.003399,-0.987992,1.885649,0.006996,-0.006604,0.000922
7641,21.225000,0.013772,0.154193,0.003039,-0.987940,1.893829,0.007046,-0.005300,0.001752
7642,21.227778,0.014396,0.153775,0.002491,-0.987998,1.902288,0.007021,-0.004051,0.000797
7643,21.230556,0.014344,0.153370,0.002153,-0.988062,1.910360,0.007023,-0.003827,0.001237
7644,21.233333,,,,,,,,
7645,21.236111,0.013021,0.153574,0.002614,-0.988048,1.918706,0.007053,-0.005636,0.000945
7646,21.238889,0.012087,0.153572,0.002791,-0.988060,1.927046,0.006958,-0.006682,0.000699
7647,21.241667,0.011268,0.153566,0.002363,-0.988071,1.936112,0.006900,-0.007384,0.000582
7648,21.244444,0.010419,0.153481,0.002457,-0.988094,1.944154,0.006825,-0.008240,0.000699
7649,21.247222,0.009220,0.153728,0.002782,-0.988066,1.951843,0.006907,-0.009751,0.000860
7650,21.250000,0.009037,0.153609,0.003125,-0.988086,1.959012,0.006884,-0.009621,0.000927
7651,21.252778,,,,,,,,
7652,21.255556,0.008295,0.153911,0.003035,-0.988045,1.968270,0.006943,-0.010278,0.000847
7653,21.258333,0.008872,0.153438,0.002304,-0.988116,1.977885,0.006879,-0.008710,0.000549
7654,21.261111,0.009379,0.153102,0.001675,-0.988165,1.987172,0.006842,-0.007295,0.000518
7655,21.263889,0.009359,0.152685,0.001925,-0.988229,1.995039,0.006860,-0.006962,0.001626
7656,21.266667,0.009373,0.152669,0.001408,-0.988232,2.004056,0.006879,-0.006414,0.000438
7657,21.269444,0.009680,0.152465,0.001218,-0.988261,2.012384,0.006880,-0.005558,0.000261
7658,21.272222,0.009311,0.152798,0.001781,-0.988212,2.019736,0.007025,-0.006017,0.000626
7659,21.275000,0.009025,0.153063,0.001677,-0.988174,2.027864,0.006964,-0.006120,0.000550
7660,21.277778,0.009520,0.152924,0.001096,-0.988191,2.036439,0.006903,-0.004907,0.001036
7661,21.280556,,,,,,,,
7662,21.283333,0.007912,0.152592,0.001958,-0.988256,2.044667,0.006839,-0.007400,0.000763
7663,21.286111,0.007703,0.152538,0.002593,-0.988264,2.052695,0.006859,-0.007706,0.000646
7664,21.288889,0.008720,0.152348,0.002500,-0.988285,2.061243,0.006734,-0.005878,0.000606
7665,21.291667,0.010146,0.152092,0.002534,-0.988311,2.069206,0.006646,-0.003505,0.001024
7666,21.294444,0.010304,0.153082,0.003936,-0.988152,2.075295,0.006596,-0.003355,0.000676
7667,21.297222,0.010752,0.153597,0.004391,-0.988065,2.082604,0.006429,-0.002502,0.000525
7668,21.300000,0.011430,0.152670,0.003678,-0.988204,2.091439,0.006320,-0.001083,0.000968
7669,21.302778,0.011524,0.152368,0.003765,-0.988249,2.099086,0.006320,-0.000835,0.001023
7670,21.305556,0.012305,0.151686,0.003610,-0.988346,2.106637,0.006288,0.000528,0.001122
7671,21.308333,0.010395,0.152440,0.004277,-0.988249,2.113708,0.006440,-0.002492,0.000902
7672,21.311111,,,,,,,,
7673,21.313889,0.009577,0.151780,0.004788,-0.988356,2.121670,0.006413,-0.003688,0.001095
7674,21.316667,0.009232,0.151826,0.005176,-0.988351,2.129562,0.006452,-0.004240,0.001032
7675,21.319444,0.008248,0.152122,0.004752,-0.988316,2.138767,0.006609,-0.005605,0.000923
7676,21.322222,0.007544,0.152320,0.004608,-0.988292,2.147209,0.006786,-0.006626,0.001227
7677,21.325000,0.007068,0.152735,0.004330,-0.988232,2.155810,0.006931,-0.007256,0.000723
7678,21.327778,,,,,,,,
7679,21.330556,0.007408,0.154355,0.004901,-0.987976,2.164204,0.006961,-0.006730,0.000978
7680,21.333333,0.007804,0.155409,0.005221,-0.987806,2.172705,0.006994,-0.006073,0.001279
7681,21.336111,0.007160,0.155555,0.005092,-0.987788,2.181911,0.007092,-0.006976,0.000746
7682,21.338889,0.007774,0.155385,0.004413,-0.987813,2.191576,0.007169,-0.005819,0.001145
7683,21.341667,0.006945,0.155087,0.005054,-0.987864,2.199369,0.007204,-0.007189,0.001185
7684,21.344444,0.007408,0.155947,0.006110,-0.987719,2.206121,0.007029,-0.006590,0.001108
7685,21.347222,0.006043,0.155924,0.006413,-0.987730,2.214330,0.007056,-0.008584,0.001055
7686,21.350000,0.005330,0.156054,0.006599,-0.987712,2.222523,0.007058,-0.009641,0.000837
7687,21.352778,0.005864,0.155209,0.005292,-0.987850,2.232579,0.006897,-0.008344,0.000461
7688,21.355556,0.005547,0.154776,0.004969,-0.987922,2.241164,0.006796,-0.008642,0.001320
7689,21.358333,,,,,,,,
7690,21.361111,0.006920,0.153817,0.004920,-0.988063,2.250204,0.006571,-0.006473,0.001515
7691,21.363889,0.007425,0.154137,0.005640,-0.988005,2.258176,0.006458,-0.005776,0.001111
7692,21.366667,0.006675,0.153495,0.005758,-0.988110,2.267156,0.006392,-0.006962,0.000904
7693,21.369444,0.006961,0.153057,0.005416,-0.988178,2.276420,0.006342,-0.006443,0.000357
7694,21.372222,0.007659,0.152772,0.005046,-0.988219,2.285433,0.006328,-0.005280,0.000398
7695,21.375000,,,,,,,,
7696,21.377778,0.008488,0.152568,0.004461,-0.988247,2.295921,0.006342,-0.003913,0.000361
7697,21.380556,0.009044,0.152370,0.003502,-0.988276,2.306651,0.006312,-0.002828,0.000731
7698,21.383333,0.008935,0.152298,0.003953,-0.988286,2.315060,0.006363,-0.003125,0.000963
7699,21.386111,0.008851,0.152134,0.003413,-0.988314,2.324750,0.006401,-0.003135,0.000771
7700,21.388889,0.008205,0.152680,0.003508,-0.988235,2.333323,0.006471,-0.004144,0.001234
7701,21.391667,0.009332,0.152110,0.002284,-0.988317,2.343395,0.006479,-0.002088,0.000258
7702,21.394444,0.009388,0.152085,0.002260,-0.988320,2.351787,0.006581,-0.002001,0.000649
7703,21.397222,0.009902,0.151719,0.001909,-0.988372,2.360338,0.006650,-0.001106,0.000951
7704,21.400000,0.009736,0.151873,0.001845,-0.988350,2.368584,0.006700,-0.001323,0.000365
7705,21.402778,,,,,,,,
7706,21.405556,0.009275,0.151993,0.002310,-0.988335,2.377428,0.006720,-0.002041,0.000912
7707,21.408333,0.009259,0.151634,0.003214,-0.988388,2.385197,0.006649,-0.002199,0.000866
7708,21.411111,0.009678,0.151765,0.003575,-0.988363,2.393537,0.006584,-0.001517,0.000720
7709,21.413889,0.008345,0.152142,0.004423,-0.988314,2.401298,0.006496,-0.003542,0.000909
7710,21.416667,0.007785,0.152490,0.004693,-0.988263,2.409755,0.006464,-0.004323,0.000900
7711,21.419444,,,,,,,,
7712,21.422222,0.008085,0.152668,0.004338,-0.988235,2.420277,0.006382,-0.003578,0.000259
7713,21.425000,0.008309,0.153586,0.005184,-0.988087,2.428672,0.006272,-0.003177,0.001200
7714,21.427778,0.008119,0.153648,0.005120,-0.988079,2.438288,0.006240,-0.003300,0.000352
7715,21.430556,0.009177,0.154738,0.006158,-0.987894,2.445731,0.006107,-0.001655,0.001125
7716,21.433333,0.008820,0.154594,0.006078,-0.987920,2.455029,0.006142,-0.002109,0.000372
7717,21.436111,0.008552,0.154602,0.006015,-0.987922,2.464095,0.006200,-0.002478,0.000337
7718,21.438889,0.008613,0.154412,0.006050,-0.987951,2.472789,0.006282,-0.002417,0.000559
7719,21.441667,0.008978,0.154735,0.006886,-0.987891,2.479945,0.006324,-0.002078,0.001304
7720,21.444444,0.009104,0.154462,0.007590,-0.987928,2.487262,0.006347,-0.002219,0.001333
7721,21.447222,0.007982,0.154139,0.008036,-0.987984,2.495208,0.006480,-0.004227,0.000920
7722,21.450000,,,,,,,,
7723,21.452778,0.007984,0.153759,0.008497,-0.988040,2.503793,0.006509,-0.004516,0.001212
7724,21.455556,0.010373,0.153407,0.007281,-0.988082,2.514337,0.006429,-0.000688,0.000982
7725,21.458333,0.010469,0.153034,0.006122,-0.988147,2.525046,0.006429,-0.000479,0.000650
7726,21.461111,0.010950,0.152792,0.005129,-0.988184,2.535225,0.006518,0.000205,0.000184
7727,21.463889,0.010122,0.152953,0.005337,-0.988167,2.543642,0.006622,-0.001411,0.000728
7728,21.466667,0.010114,0.152669,0.005165,-0.988212,2.552282,0.006687,-0.001677,0.000929
7729,21.469444,,,,,,,,
7730,21.472222,0.009913,0.152543,0.005088,-0.988234,2.561957,0.006685,-0.002240,0.000919
7731,21.475000,0.010641,0.152448,0.004346,-0.988245,2.572152,0.006649,-0.001176,0.000539
7732,21.477778,0.010615,0.152263,0.004020,-0.988275,2.581565,0.006591,-0.001303,0.000872
7733,21.480556,0.010758,0.152302,0.003277,-0.988270,2.591360,0.006538,-0.001005,0.000376
7734,21.483333,0.009038,0.149854,0.004768,-0.988655,2.597372,0.006641,-0.003526,0.001645
7735,21.486111,0.009991,0.150596,0.004134,-0.988536,2.606548,0.006494,-0.001932,0.000984
7736,21.488889,0.009305,0.151029,0.003772,-0.988478,2.615436,0.006412,-0.002874,0.001255
7737,21.491667,,,,,,,,
7738,21.494444,0.010080,0.151169,0.002253,-0.988454,2.627178,0.006283,-0.001140,0.000247
7739,21.497222,,,,,,,,
7740,21.500000,0.009908,0.151576,0.002179,-0.988394,2.638130,0.006386,-0.001241,0.000300
7741,21.502778,0.009958,0.151946,0.001795,-0.988337,2.649130,0.006461,-0.000923,0.000489
7742,21.505556,0.008521,0.152206,0.002790,-0.988308,2.657960,0.006634,-0.003202,0.000900
7743,21.508333,0.007566,0.152589,0.003266,-0.988255,2.667137,0.006738,-0.004625,0.000841
7744,21.511111,0.008700,0.152234,0.001776,-0.988305,2.678610,0.006682,-0.002340,0.000825
7745,21.513889,,,,,,,,
7746,21.516667,0.008765,0.152349,0.001632,-0.988287,2.689448,0.006798,-0.002163,0.000426
7747,21.519444,0.011486,0.152295,0.001480,-0.988267,2.699205,0.006639,0.002131,0.001348
7748,21.522222,0.011918,0.152570,0.001525,-0.988220,2.708826,0.006683,0.002797,0.000790
7749,21.525000,0.011860,0.152679,0.001154,-0.988204,2.718876,0.006795,0.002727,0.001043
7750,21.527778,0.011703,0.152500,0.001106,-0.988234,2.728142,0.006806,0.002373,0.000499
7751,21.530556,,,,,,,,
7752,21.533333,0.011098,0.152608,0.004389,-0.988215,2.733555,0.006759,0.000487,0.001299
7753,21.536111,0.011781,0.152915,0.004383,-0.988159,2.743271,0.006767,0.001359,0.001076
7754,21.538889,0.012806,0.153113,0.004265,-0.988117,2.752315,0.006684,0.002767,0.001135
7755,21.541667,0.013251,0.153316,0.004111,-0.988080,2.761651,0.006634,0.003293,0.000998
7756,21.544444,0.013665,0.152201,0.003404,-0.988249,2.771285,0.006589,0.003886,0.001541
7757,21.547222,0.014568,0.152472,0.003346,-0.988195,2.779838,0.006480,0.005143,0.001137
7758,21.550000,0.012640,0.152935,0.003532,-0.988149,2.788360,0.006471,0.001939,0.001507
7759,21.552778,,,,,,,,
7760,21.555556,0.012587,0.152653,0.002788,-0.988196,2.799222,0.006484,0.001819,0.000594
7761,21.558333,0.010392,0.152878,0.001263,-0.988190,2.811502,0.006758,-0.001402,0.001547
7762,21.561111,0.010419,0.153791,0.001558,-0.988047,2.819935,0.006772,-0.001592,0.001844
7763,21.563889,0.011187,0.152022,0.001107,-0.988313,2.829123,0.006736,-0.000287,0.001490
7764,21.566667,0.011710,0.150235,0.000788,-0.988581,2.837960,0.006742,0.000645,0.001193
7765,21.569444,0.011647,0.150291,0.000548,-0.988573,2.847018,0.006791,0.000521,0.000363
7766,21.572222,0.011704,0.150299,0.000401,-0.988571,2.855797,0.006876,0.000591,0.000546
7767,21.575000,,,,,,,,
7768,21.577778,0.011309,0.150030,0.000680,-0.988617,2.865278,0.007022,-0.000079,0.000293
7769,21.580556,0.011299,0.149809,0.000751,-0.988650,2.874747,0.007138,-0.000095,0.000356
7770,21.583333,0.011809,0.150120,0.001227,-0.988597,2.883205,0.007166,0.000634,0.000926
7771,21.586111,0.010260,0.150617,0.000593,-0.988539,2.893706,0.007416,-0.001581,0.001253
7772,21.588889,0.009694,0.151228,0.000419,-0.988451,2.903114,0.007564,-0.002390,0.000155
7773,21.591667,0.010801,0.150011,0.000025,-0.988625,2.911989,0.007384,-0.000562,0.000854
7774,21.594444,0.011046,0.148811,0.001423,-0.988803,2.918245,0.007352,-0.000711,0.001703
