Format Version,1.23,Take Name,Take 2024-09-30 02.17.04 PM_002,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2024-09-30 02.27.27.419 PM,Total Frames in Take,23631,Total Exported Frames,23631,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B,MSL_turtle_B
,ID,"C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97","C4C2809BF97211EE855F4FEF7B9C2A97"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
15017,41.713889,-0.006292,0.847125,0.014018,0.531172,1.311411,0.006715,0.080588,0.000692
15018,41.716667,-0.006204,0.849665,0.014181,0.527095,1.302381,0.006647,0.079948,0.000556
15019,41.719444,-0.006130,0.852141,0.014347,0.523079,1.293503,0.006582,0.079324,0.000588
15020,41.722222,-0.006593,0.854335,0.014712,0.519473,1.285633,0.006492,0.078836,0.000896
15021,41.725000,-0.006765,0.856714,0.015182,0.515524,1.277576,0.006431,0.078008,0.000593
15022,41.727778,-0.006637,0.859065,0.015176,0.511598,1.268793,0.006429,0.077567,0.000448
15023,41.730556,-0.006799,0.861441,0.015357,0.507581,1.260657,0.006424,0.077121,0.000469
15024,41.733333,-0.007112,0.863800,0.015299,0.503553,1.252627,0.006420,0.077133,0.000599
15025,41.736111,-0.007508,0.866113,0.015499,0.499552,1.245044,0.006442,0.076841,0.000653
15026,41.738889,,,,,,,,
15027,41.741667,-0.007519,0.868835,0.015716,0.494796,1.235777,0.006449,0.076247,0.000932
15028,41.744444,-0.007833,0.871543,0.016035,0.489994,1.227248,0.006512,0.075686,0.000654
15029,41.747222,-0.008016,0.874180,0.016230,0.485265,1.218763,0.006572,0.075197,0.000624
15030,41.750000,-0.008086,0.876805,0.016335,0.480501,1.210368,0.006637,0.074749,0.000668
15031,41.752778,,,,,,,,
15032,41.755556,,,,,,,,
15033,41.758333,-0.007733,0.882277,0.016461,0.470378,1.192478,0.006801,0.073482,0.000672
15034,41.761111,-0.007828,0.885028,0.015340,0.465220,1.182988,0.006885,0.074701,0.001201
15035,41.763889,-0.007546,0.887690,0.015400,0.460121,1.174158,0.006983,0.073914,0.000599
15036,41.766667,-0.007056,0.890244,0.015636,0.455161,1.165467,0.007032,0.072723,0.000539
15037,41.769444,-0.006635,0.892660,0.015490,0.450415,1.156839,0.007072,0.072099,0.000661
15038,41.772222,-0.006116,0.894996,0.015456,0.445764,1.148382,0.007088,0.071231,0.000714
15039,41.775000,-0.005710,0.897239,0.015269,0.441244,1.140113,0.007056,0.070664,0.000620
15040,41.777778,-0.005359,0.899377,0.014993,0.436883,1.131955,0.007028,0.070248,0.000740
15041,41.780556,-0.005010,0.901423,0.014781,0.432657,1.123912,0.006959,0.069745,0.000620
15042,41.783333,,,,,,,,
15043,41.786111,-0.004790,0.903739,0.014601,0.427808,1.114723,0.006853,0.069164,0.000654
15044,41.788889,-0.004672,0.906043,0.014430,0.422914,1.105845,0.006728,0.068630,0.000662
15045,41.791667,-0.004528,0.908278,0.014365,0.418096,1.097103,0.006588,0.067906,0.000658
15046,41.794444,-0.004661,0.910512,0.013907,0.413223,1.088559,0.006459,0.067947,0.000552
15047,41.797222,-0.004939,0.912686,0.013618,0.408406,1.080362,0.006326,0.067828,0.000615
15048,41.800000,,,,,,,,
15049,41.802778,-0.005446,0.915101,0.013925,0.402948,1.071505,0.006190,0.066837,0.000742
15050,41.805556,-0.006385,0.917523,0.014396,0.397371,1.063630,0.006062,0.065934,0.000849
15051,41.808333,-0.006695,0.919901,0.014164,0.391839,1.054593,0.006043,0.065705,0.000550
15052,41.811111,-0.007090,0.922237,0.014213,0.386299,1.046087,0.006040,0.065152,0.000603
15053,41.813889,-0.007546,0.924565,0.014364,0.380679,1.037963,0.006077,0.064521,0.000657
15054,41.816667,-0.007986,0.926843,0.014407,0.375089,1.029947,0.006146,0.064070,0.000699
15055,41.819444,-0.008347,0.929124,0.014523,0.369388,1.022102,0.006231,0.063499,0.000672
15056,41.822222,-0.008631,0.931389,0.014680,0.363627,1.014371,0.006348,0.062855,0.000635
15057,41.825000,-0.008912,0.933581,0.014856,0.357948,1.006823,0.006509,0.062211,0.000721
15058,41.827778,,,,,,,,
15059,41.830556,-0.009304,0.936131,0.014946,0.351212,0.998374,0.006694,0.061750,0.000693
15060,41.833333,-0.009548,0.938453,0.015048,0.344946,0.990012,0.006924,0.061243,0.000662
15061,41.836111,-0.009661,0.940737,0.015113,0.338664,0.981745,0.007123,0.060764,0.000516
15062,41.838889,-0.009447,0.942873,0.015508,0.332656,0.973469,0.007315,0.059647,0.000662
15063,41.841667,-0.009401,0.944968,0.015547,0.326658,0.965464,0.007488,0.059197,0.000432
15064,41.844444,-0.009359,0.946979,0.015517,0.320785,0.957652,0.007633,0.058865,0.000402
15065,41.847222,-0.009225,0.948908,0.015609,0.315032,0.949957,0.007754,0.058314,0.000486
15066,41.850000,-0.009188,0.950810,0.015442,0.309252,0.942424,0.007813,0.058231,0.000546
15067,41.852778,-0.008812,0.952647,0.015594,0.303550,0.934679,0.007845,0.057505,0.000503
15068,41.855556,-0.008374,0.954524,0.015519,0.297613,0.926933,0.007797,0.057149,0.001219
15069,41.858333,-0.007719,0.956310,0.015899,0.291821,0.919105,0.007666,0.056035,0.001059
15070,41.861111,,,,,,,,
15071,41.863889,-0.007625,0.958295,0.015886,0.285237,0.910784,0.007516,0.055740,0.000554
15072,41.866667,-0.007329,0.960160,0.015917,0.278901,0.902454,0.007359,0.055307,0.000656
15073,41.869444,-0.006811,0.961947,0.015900,0.272688,0.894042,0.007155,0.054907,0.000525
15074,41.872222,-0.006283,0.963690,0.015251,0.266514,0.885564,0.006983,0.055516,0.000546
15075,41.875000,-0.006185,0.965519,0.015818,0.259779,0.878554,0.006707,0.054536,0.000777
15076,41.877778,-0.006041,0.967231,0.016317,0.253302,0.871608,0.006458,0.053659,0.000724
15077,41.880556,-0.005412,0.968748,0.015991,0.247472,0.863696,0.006299,0.053822,0.000520
15078,41.883333,-0.004550,0.970192,0.015446,0.241802,0.855481,0.006204,0.054219,0.000522
15079,41.886111,-0.003859,0.971575,0.014956,0.236228,0.847684,0.006121,0.054610,0.000511
15080,41.888889,-0.003708,0.973056,0.015213,0.230035,0.841167,0.006002,0.054081,0.000725
15081,41.891667,-0.003612,0.974416,0.015674,0.224176,0.834833,0.005894,0.053230,0.000723
15082,41.894444,-0.003404,0.975719,0.016113,0.218405,0.828354,0.005824,0.052344,0.000749
15083,41.897222,-0.003275,0.976920,0.016495,0.212942,0.821978,0.005805,0.051523,0.000617
15084,41.900000,-0.002193,0.977899,0.016651,0.208403,0.813984,0.005904,0.050636,0.000657
15085,41.902778,-0.001348,0.978887,0.016809,0.203707,0.806308,0.006014,0.049858,0.000516
15086,41.905556,-0.000666,0.979843,0.016769,0.199062,0.798813,0.006145,0.049405,0.000596
15087,41.908333,-0.000210,0.980771,0.017171,0.194404,0.791758,0.006257,0.048333,0.000554
15088,41.911111,0.000238,0.981678,0.017549,0.189739,0.784666,0.006375,0.047281,0.000740
15089,41.913889,0.000303,0.982598,0.017974,0.184873,0.778141,0.006452,0.046270,0.000685
15090,41.916667,0.000364,0.983487,0.018266,0.180055,0.771545,0.006523,0.045437,0.000908
15091,41.919444,0.000277,0.984371,0.018388,0.175142,0.765074,0.006576,0.044895,0.000890
15092,41.922222,,,,,,,,
15093,41.925000,0.000283,0.985397,0.018159,0.169304,0.757025,0.006616,0.044820,0.000483
15094,41.927778,-0.000053,0.986409,0.018429,0.163271,0.749827,0.006620,0.044098,0.000556
15095,41.930556,-0.000719,0.987384,0.018577,0.157247,0.743268,0.006583,0.043651,0.000555
15096,41.933333,-0.000952,0.988232,0.018206,0.151870,0.735984,0.006589,0.043873,0.000534
15097,41.936111,-0.001509,0.989057,0.017473,0.146491,0.729250,0.006591,0.044757,0.000420
15098,41.938889,,,,,,,,
15099,41.941667,-0.002122,0.989979,0.016669,0.140212,0.721547,0.006574,0.045698,0.000458
15100,41.944444,-0.002580,0.990836,0.016394,0.134050,0.714031,0.006530,0.045785,0.000411
15101,41.947222,-0.002974,0.991641,0.015836,0.128017,0.706636,0.006502,0.046321,0.000435
15102,41.950000,-0.003157,0.992366,0.015844,0.122268,0.699293,0.006486,0.045940,0.000656
15103,41.952778,-0.003472,0.993032,0.015798,0.116728,0.692421,0.006515,0.045656,0.000593
15104,41.955556,-0.003896,0.993652,0.015657,0.111331,0.685914,0.006504,0.045606,0.000468
15105,41.958333,-0.004116,0.994209,0.016010,0.106188,0.679426,0.006535,0.044711,0.000543
15106,41.961111,-0.004363,0.994716,0.016295,0.101275,0.673190,0.006585,0.043969,0.000491
15107,41.963889,-0.004642,0.995200,0.016269,0.096390,0.667137,0.006647,0.043741,0.000539
15108,41.966667,-0.004669,0.995636,0.016029,0.091818,0.660857,0.006733,0.043814,0.000468
15109,41.969444,,,,,,,,
15110,41.972222,-0.004517,0.996101,0.015767,0.086677,0.653490,0.006839,0.043851,0.000428
15111,41.975000,-0.004319,0.996521,0.015666,0.081743,0.646377,0.006937,0.043614,0.000434
15112,41.977778,-0.004066,0.996900,0.015452,0.077041,0.639396,0.007023,0.043552,0.000549
15113,41.980556,-0.003657,0.997244,0.015404,0.072477,0.632416,0.007097,0.043209,0.000561
15114,41.983333,,,,,,,,
15115,41.986111,-0.003515,0.997626,0.016096,0.066874,0.625223,0.007132,0.041625,0.000529
15116,41.988889,-0.003143,0.997937,0.016328,0.062008,0.617866,0.007172,0.040714,0.000379
15117,41.991667,-0.002865,0.998219,0.016224,0.057333,0.610905,0.007216,0.040300,0.000484
15118,41.994444,-0.002877,0.998488,0.016793,0.052270,0.604748,0.007163,0.038841,0.000540
15119,41.997222,-0.002868,0.998722,0.017190,0.047438,0.598718,0.007098,0.037630,0.000593
15120,42.000000,-0.002396,0.998914,0.016748,0.043409,0.591971,0.007070,0.037670,0.000432
15121,42.002778,-0.002118,0.999085,0.016233,0.039509,0.585635,0.007020,0.037835,0.000385
15122,42.005556,-0.001824,0.999240,0.015516,0.035728,0.579388,0.006962,0.038286,0.000389
15123,42.008333,-0.001807,0.999372,0.015063,0.032027,0.573665,0.006863,0.038359,0.000402
15124,42.011111,-0.002162,0.999495,0.015484,0.027661,0.568722,0.006695,0.037071,0.000645
15125,42.013889,-0.002809,0.999589,0.015193,0.024165,0.564137,0.006571,0.036951,0.000797
15126,42.016667,,,,,,,,
15127,42.019444,-0.002461,0.999661,0.016115,0.020296,0.556964,0.006413,0.034817,0.000769
15128,42.022222,-0.002327,0.999715,0.016890,0.016742,0.550278,0.006314,0.032957,0.000655
15129,42.025000,-0.002551,0.999762,0.017079,0.013344,0.544276,0.006222,0.032113,0.000558
15130,42.027778,-0.002226,0.999785,0.017846,0.010313,0.537579,0.006195,0.030380,0.001059
15131,42.030556,-0.001564,0.999797,0.018407,0.008023,0.530458,0.006196,0.028998,0.000886
15132,42.033333,,,,,,,,
15133,42.036111,-0.001903,0.999808,0.018870,0.005001,0.524022,0.006244,0.027884,0.000765
15134,42.038889,-0.002092,0.999806,0.019442,0.002283,0.517600,0.006317,0.026640,0.000708
15135,42.041667,-0.002232,0.999800,0.019888,-0.000240,0.511334,0.006387,0.025632,0.000802
15136,42.044444,-0.002902,0.999793,0.019890,-0.003007,0.506103,0.006479,0.025388,0.001091
15137,42.047222,-0.002900,0.999774,0.020440,-0.005059,0.500032,0.006597,0.024210,0.001098
15138,42.050000,-0.003355,0.999752,0.020697,-0.007473,0.494788,0.006710,0.023534,0.001204
15139,42.052778,-0.003818,0.999735,0.020628,-0.009508,0.489730,0.006811,0.023385,0.001112
15140,42.055556,-0.004533,0.999715,0.020468,-0.011435,0.485194,0.006914,0.023344,0.000592
15141,42.058333,-0.005170,0.999712,0.019608,-0.012811,0.480649,0.007068,0.024360,0.000518
15142,42.061111,,,,,,,,
15143,42.063889,-0.005062,0.999672,0.020377,-0.014648,0.474223,0.007174,0.022698,0.001065
15144,42.066667,-0.005000,0.999638,0.021049,-0.015977,0.468095,0.007263,0.021151,0.000884
15145,42.069444,-0.004772,0.999619,0.021294,-0.016932,0.461914,0.007403,0.020200,0.000808
15146,42.072222,-0.004309,0.999599,0.021543,-0.017857,0.455525,0.007467,0.019278,0.000794
15147,42.075000,-0.004274,0.999586,0.021265,-0.018902,0.450049,0.007607,0.019087,0.000785
15148,42.077778,-0.004876,0.999557,0.021533,-0.019972,0.445643,0.007661,0.018114,0.001046
15149,42.080556,-0.005239,0.999525,0.021855,-0.021070,0.441026,0.007679,0.017045,0.000948
15150,42.083333,-0.005289,0.999505,0.022367,-0.021486,0.436051,0.007701,0.015617,0.001119
15151,42.086111,-0.004689,0.999481,0.023213,-0.021819,0.430182,0.007643,0.013713,0.001189
15152,42.088889,-0.005288,0.999465,0.022593,-0.023049,0.426284,0.007557,0.014123,0.000694
15153,42.091667,-0.005741,0.999451,0.021948,-0.024134,0.422282,0.007478,0.014556,0.000634
15154,42.094444,-0.005904,0.999443,0.021420,-0.024922,0.417928,0.007372,0.014802,0.000753
15155,42.097222,-0.005276,0.999419,0.021816,-0.025654,0.412443,0.007341,0.013499,0.001177
15156,42.100000,-0.004279,0.999397,0.022421,-0.026164,0.406480,0.007291,0.011866,0.001181
15157,42.102778,-0.004408,0.999399,0.021783,-0.026605,0.402394,0.007215,0.012205,0.001085
15158,42.105556,-0.003856,0.999391,0.022476,-0.026411,0.397338,0.007243,0.010281,0.001113
15159,42.108333,,,,,,,,
15160,42.111111,-0.002832,0.999401,0.021696,-0.026798,0.391013,0.007303,0.010457,0.001148
15161,42.113889,-0.002060,0.999381,0.022317,-0.027129,0.385153,0.007248,0.008585,0.001182
15162,42.116667,-0.001357,0.999397,0.021292,-0.027413,0.379659,0.007291,0.009190,0.001046
15163,42.119444,-0.000356,0.999406,0.020760,-0.027515,0.373882,0.007330,0.009011,0.001202
15164,42.122222,-0.000322,0.999382,0.021487,-0.027831,0.369628,0.007230,0.006997,0.000931
15165,42.125000,,,,,,,,
15166,42.127778,-0.000291,0.999354,0.021864,-0.028527,0.364954,0.007153,0.005331,0.001096
15167,42.130556,-0.001246,0.999337,0.021524,-0.029349,0.362038,0.007025,0.004834,0.000625
15168,42.133333,-0.000446,0.999375,0.020920,-0.028505,0.356458,0.007007,0.004737,0.000883
15169,42.136111,-0.001482,0.999370,0.020352,-0.029032,0.354032,0.006902,0.004621,0.000840
15170,42.138889,-0.002563,0.999379,0.021555,-0.027750,0.351612,0.006682,0.001681,0.001413
15171,42.141667,,,,,,,,
15172,42.144444,-0.003428,0.999412,0.020257,-0.027457,0.348518,0.006521,0.002709,0.000950
15173,42.147222,-0.004134,0.999484,0.017948,-0.026331,0.345356,0.006535,0.005260,0.000711
15174,42.150000,-0.004236,0.999496,0.017450,-0.026168,0.341341,0.006412,0.005070,0.000610
15175,42.152778,-0.002804,0.999543,0.017145,-0.024753,0.334906,0.006407,0.004525,0.000836
15176,42.155556,-0.001566,0.999578,0.017085,-0.023441,0.328870,0.006441,0.003643,0.000661
15177,42.158333,-0.000693,0.999615,0.016816,-0.022080,0.323481,0.006480,0.003091,0.000641
15178,42.161111,-0.000137,0.999645,0.017515,-0.020080,0.318583,0.006487,0.001042,0.001117
15179,42.163889,0.000028,0.999668,0.017671,-0.018736,0.314296,0.006469,-0.000068,0.000833
15180,42.166667,-0.000582,0.999702,0.017073,-0.017460,0.311278,0.006464,0.000049,0.000591
15181,42.169444,,,,,,,,
15182,42.172222,-0.001439,0.999739,0.016449,-0.015785,0.307960,0.006498,0.000117,0.000543
15183,42.175000,-0.002258,0.999774,0.016005,-0.013795,0.304691,0.006557,-0.000057,0.000356
15184,42.177778,-0.003104,0.999803,0.015643,-0.011792,0.301595,0.006616,-0.000308,0.000467
15185,42.180556,-0.004001,0.999824,0.015478,-0.009858,0.298745,0.006668,-0.000778,0.000801
15186,42.183333,-0.003652,0.999834,0.016282,-0.007343,0.294071,0.006765,-0.002834,0.000747
15187,42.186111,-0.003340,0.999837,0.017095,-0.004807,0.289570,0.006853,-0.004840,0.000743
15188,42.188889,,,,,,,,
15189,42.191667,,,,,,,,
15190,42.194444,-0.003939,0.999824,0.018341,0.000248,0.282174,0.006990,-0.008084,0.001097
15191,42.197222,-0.004731,0.999839,0.017156,0.002413,0.279205,0.007133,-0.006930,0.000902
15192,42.200000,-0.004747,0.999823,0.017456,0.005092,0.275120,0.007189,-0.008028,0.000726
15193,42.202778,-0.006343,0.999800,0.017627,0.006978,0.273739,0.007195,-0.008948,0.000962
15194,42.205556,-0.006332,0.999766,0.018364,0.009520,0.269962,0.007259,-0.010869,0.000566
15195,42.208333,-0.006381,0.999727,0.019465,0.011255,0.266374,0.007232,-0.013313,0.001010
15196,42.211111,-0.005852,0.999683,0.020747,0.013036,0.262002,0.007200,-0.016107,0.001166
15197,42.213889,-0.006192,0.999657,0.020783,0.014704,0.259060,0.007120,-0.016910,0.000690
15198,42.216667,,,,,,,,
15199,42.219444,-0.006188,0.999623,0.021178,0.016346,0.255187,0.007115,-0.018563,0.001197
15200,42.222222,-0.006212,0.999597,0.021042,0.018035,0.251575,0.007059,-0.019399,0.001193
15201,42.225000,-0.005770,0.999555,0.021241,0.020129,0.247440,0.007039,-0.020842,0.001122
15202,42.227778,-0.006107,0.999534,0.020432,0.021826,0.244629,0.006974,-0.020579,0.000697
15203,42.230556,,,,,,,,
15204,42.233333,-0.005799,0.999499,0.019928,0.023884,0.240538,0.006832,-0.020882,0.000908
15205,42.236111,-0.004470,0.999431,0.020775,0.026215,0.235166,0.006735,-0.023364,0.001221
15206,42.238889,-0.003917,0.999343,0.021283,0.029091,0.231163,0.006710,-0.025310,0.001211
15207,42.241667,-0.004210,0.999313,0.020569,0.030541,0.228610,0.006629,-0.025096,0.000715
15208,42.244444,-0.003576,0.999254,0.020929,0.032248,0.224838,0.006570,-0.026606,0.001174
15209,42.247222,-0.003951,0.999214,0.020305,0.033804,0.222714,0.006491,-0.026391,0.001027
15210,42.250000,-0.003845,0.999132,0.020609,0.036008,0.220042,0.006520,-0.027747,0.001139
15211,42.252778,-0.004650,0.999096,0.019151,0.037658,0.218760,0.006552,-0.026171,0.000786
15212,42.255556,-0.004348,0.998986,0.019583,0.040313,0.215936,0.006540,-0.027692,0.001265
15213,42.258333,-0.003756,0.998887,0.020274,0.042420,0.212769,0.006493,-0.029574,0.001112
15214,42.261111,-0.003950,0.998849,0.019799,0.043517,0.210777,0.006385,-0.029456,0.000948
15215,42.263889,-0.003217,0.998744,0.020574,0.045578,0.207451,0.006331,-0.031493,0.001093
15216,42.266667,-0.003274,0.998700,0.019949,0.046799,0.205267,0.006202,-0.031127,0.001011
15217,42.269444,-0.002544,0.998641,0.020484,0.047846,0.201929,0.006151,-0.032780,0.001228
15218,42.272222,-0.002851,0.998602,0.019796,0.048927,0.200107,0.006079,-0.032384,0.000973
15219,42.275000,-0.002346,0.998542,0.020207,0.049999,0.197111,0.006062,-0.033884,0.001173
15220,42.277778,,,,,,,,
15221,42.280556,-0.002808,0.998498,0.019379,0.051175,0.195037,0.006031,-0.033450,0.000775
15222,42.283333,-0.002694,0.998459,0.018486,0.052251,0.192295,0.006230,-0.033275,0.000918
15223,42.286111,-0.003334,0.998415,0.017796,0.053286,0.190603,0.006197,-0.033010,0.001056
15224,42.288889,-0.002958,0.998332,0.018455,0.054621,0.187480,0.006199,-0.035034,0.001205
15225,42.291667,-0.003529,0.998294,0.017906,0.055455,0.185802,0.006182,-0.034972,0.001000
15226,42.294444,-0.004124,0.998262,0.017298,0.056185,0.184211,0.006161,-0.034792,0.000776
15227,42.297222,-0.003821,0.998053,0.018809,0.059349,0.181335,0.006156,-0.038193,0.001306
15228,42.300000,-0.003358,0.998025,0.019334,0.059680,0.178354,0.006156,-0.039856,0.001342
15229,42.302778,-0.003903,0.998009,0.018519,0.060163,0.176868,0.006140,-0.039207,0.001025
15230,42.305556,-0.004784,0.998006,0.017373,0.060495,0.175997,0.006113,-0.038005,0.001388
15231,42.308333,-0.005206,0.997995,0.016765,0.060813,0.174499,0.006058,-0.037639,0.001329
15232,42.311111,-0.009425,0.997713,0.020865,0.063601,0.179443,0.005939,-0.044380,0.001361
15233,42.313889,,,,,,,,
15234,42.316667,-0.008925,0.997730,0.020062,0.063656,0.176298,0.005935,-0.043787,0.000824
15235,42.319444,-0.007748,0.997611,0.020753,0.065429,0.172322,0.005987,-0.045719,0.001278
15236,42.322222,-0.012155,0.997279,0.025757,0.067990,0.177674,0.005890,-0.053845,0.001359
15237,42.325000,-0.011052,0.997356,0.024302,0.067595,0.173860,0.005875,-0.052184,0.001079
15238,42.327778,-0.009635,0.997204,0.025478,0.069589,0.169795,0.005850,-0.054901,0.001293
15239,42.330556,-0.010094,0.997365,0.022032,0.068375,0.168587,0.006205,-0.050202,0.001267
15240,42.333333,-0.008539,0.997271,0.023633,0.069425,0.164533,0.006087,-0.053581,0.001202
15241,42.336111,-0.006596,0.997369,0.022358,0.068637,0.159805,0.006171,-0.052481,0.001124
15242,42.338889,-0.005453,0.997457,0.021105,0.067858,0.156428,0.006309,-0.051379,0.000907
15243,42.341667,,,,,,,,
15244,42.344444,-0.005197,0.997380,0.022661,0.068502,0.154191,0.006225,-0.054640,0.000846
15245,42.347222,-0.004449,0.997303,0.024205,0.069143,0.151263,0.006104,-0.057859,0.001003
15246,42.350000,-0.007992,0.997328,0.021334,0.069408,0.154598,0.006196,-0.053700,0.001186
15247,42.352778,-0.012164,0.997329,0.018591,0.069582,0.159000,0.006510,-0.049683,0.000978
15248,42.355556,-0.015692,0.997467,0.014701,0.067811,0.162544,0.007018,-0.043871,0.001453
15249,42.358333,,,,,,,,
15250,42.361111,-0.019091,0.997444,0.012758,0.067656,0.165504,0.007292,-0.041184,0.000934
15251,42.363889,-0.021795,0.997537,0.009866,0.065932,0.167572,0.007709,-0.037037,0.001250
15252,42.366667,-0.024032,0.997605,0.007349,0.064448,0.168962,0.008059,-0.033436,0.001222
15253,42.369444,-0.025992,0.997558,0.006995,0.064442,0.169962,0.008116,-0.033241,0.001086
15254,42.372222,-0.027254,0.997361,0.013372,0.065953,0.170406,0.007617,-0.043458,0.000859
15255,42.375000,-0.028334,0.997479,0.009051,0.064433,0.169942,0.008226,-0.037105,0.001378
15256,42.377778,,,,,,,,
15257,42.380556,-0.028695,0.997539,0.009111,0.063325,0.168410,0.008115,-0.037733,0.001339
15258,42.383333,-0.029402,0.997390,0.015358,0.064132,0.167976,0.007724,-0.047852,0.001830
15259,42.386111,-0.030253,0.997201,0.021272,0.064986,0.167930,0.007392,-0.057379,0.001002
15260,42.388889,-0.030870,0.997033,0.026321,0.065421,0.167585,0.007111,-0.065562,0.001869
15261,42.391667,-0.031012,0.996917,0.029970,0.065557,0.166421,0.006792,-0.071561,0.000838
15262,42.394444,-0.031406,0.996783,0.033935,0.065466,0.165846,0.006596,-0.078043,0.001834
15263,42.397222,-0.031794,0.996755,0.035859,0.064670,0.165226,0.006477,-0.081369,0.001516
15264,42.400000,-0.032062,0.996741,0.037522,0.063805,0.164497,0.006366,-0.084268,0.001503
15265,42.402778,,,,,,,,
15266,42.405556,-0.031810,0.997060,0.033347,0.061213,0.162515,0.006599,-0.078158,0.001101
15267,42.408333,-0.031880,0.996970,0.037133,0.060458,0.161643,0.006443,-0.084349,0.001748
15268,42.411111,-0.031954,0.996884,0.040639,0.059585,0.160843,0.006319,-0.090107,0.001546
15269,42.413889,-0.032068,0.996804,0.043839,0.058584,0.160147,0.006216,-0.095397,0.001548
15270,42.416667,-0.032052,0.996759,0.046320,0.057442,0.159242,0.006096,-0.099581,0.001524
15271,42.419444,,,,,,,,
15272,42.422222,-0.031912,0.996759,0.048230,0.055914,0.157965,0.005952,-0.102947,0.001546
15273,42.425000,-0.031735,0.996780,0.049774,0.054274,0.156644,0.005818,-0.105737,0.001535
15274,42.427778,-0.031682,0.997244,0.043624,0.050965,0.155216,0.006157,-0.096603,0.000903
15275,42.430556,-0.031499,0.997265,0.045210,0.049267,0.153910,0.006015,-0.099478,0.001350
15276,42.433333,-0.025414,0.997664,0.043113,0.046506,0.143164,0.006037,-0.096644,0.001252
15277,42.436111,-0.025950,0.997627,0.045084,0.045116,0.143041,0.005898,-0.100034,0.001545
15278,42.438889,-0.026567,0.997994,0.039399,0.041843,0.142803,0.006245,-0.091551,0.001004
15279,42.441667,,,,,,,,
15280,42.444444,-0.027042,0.998436,0.031545,0.037397,0.142242,0.007021,-0.079699,0.001126
15281,42.447222,-0.027236,0.998367,0.034912,0.036091,0.141403,0.006776,-0.085244,0.001528
15282,42.450000,-0.026984,0.998345,0.037017,0.034769,0.139784,0.006487,-0.088761,0.001404
15283,42.452778,-0.023547,0.998637,0.033722,0.032126,0.133053,0.006290,-0.083769,0.001417
15284,42.455556,-0.023999,0.998572,0.036567,0.030660,0.132701,0.006121,-0.088465,0.001453
15285,42.458333,-0.024450,0.998529,0.038799,0.028941,0.132379,0.005987,-0.092196,0.001428
15286,42.461111,-0.024839,0.998489,0.040786,0.027196,0.131966,0.005866,-0.095522,0.001461
15287,42.463889,,,,,,,,
15288,42.466667,-0.021091,0.998794,0.037670,0.023394,0.124841,0.005783,-0.090725,0.001324
15289,42.469444,-0.021787,0.998732,0.039962,0.021533,0.124865,0.005676,-0.094548,0.001473
15290,42.472222,-0.022685,0.998964,0.035193,0.017824,0.125345,0.006011,-0.087446,0.001007
15291,42.475000,-0.023154,0.998877,0.038030,0.016170,0.125106,0.005879,-0.092081,0.001780
15292,42.477778,-0.023204,0.998863,0.039245,0.013969,0.124198,0.005699,-0.094187,0.001290
15293,42.480556,-0.018310,0.999123,0.036650,0.008624,0.115792,0.005742,-0.090116,0.001224
15294,42.483333,-0.018917,0.999063,0.038266,0.007170,0.115838,0.005564,-0.092821,0.001352
15295,42.486111,-0.019874,0.998948,0.040930,0.005672,0.116551,0.005508,-0.097201,0.001437
15296,42.488889,-0.020292,0.998884,0.042466,0.004006,0.116389,0.005383,-0.099767,0.001361
15297,42.491667,-0.020879,0.998792,0.044416,0.002316,0.116552,0.005342,-0.102998,0.001419
15298,42.494444,,,,,,,,
15299,42.497222,-0.020946,0.998767,0.045009,0.000101,0.115744,0.005242,-0.104064,0.001268
15300,42.500000,-0.021300,0.998691,0.046446,-0.002149,0.115479,0.005231,-0.106488,0.001326
15301,42.502778,-0.022291,0.999012,0.037737,-0.007336,0.116808,0.006131,-0.093160,0.001000
15302,42.505556,-0.023143,0.999201,0.030246,-0.012160,0.117885,0.006903,-0.081718,0.001046
15303,42.508333,,,,,,,,
15304,42.511111,-0.021312,0.999321,0.025167,-0.016466,0.114420,0.007027,-0.073794,0.001018
15305,42.513889,-0.021706,0.999201,0.027835,-0.018751,0.114027,0.006820,-0.078136,0.001188
15306,42.516667,-0.022686,0.999229,0.021854,-0.023415,0.115281,0.007507,-0.069053,0.000868
15307,42.519444,-0.022949,0.999086,0.025541,-0.025453,0.114643,0.007248,-0.074965,0.001238
15308,42.522222,-0.021262,0.999073,0.024543,-0.028250,0.111169,0.007026,-0.073320,0.001153
