1.0, 0.0, 0.0, 0.002231, 0.765547, -1.847685, 0.0
16.0, -0.00012, -0.000248, -0.004066, 0.765547, -1.847685, 0.0
16.0, -0.00012, -0.000248, -0.004066, 0.765547, -1.847685, 0.0
33.0, -0.000393, -0.000338, -0.009463, 0.765547, -1.847685, 0.0
33.0, -0.000393, -0.000338, -0.009463, 0.765547, -1.847685, 0.0
48.0, -0.000828, -0.000172, -0.012069, 0.765547, -1.847685, 0.0
65.0, -0.001453, 0.000193, -0.01301, 0.765547, -1.847685, 0.0
65.0, -0.001453, 0.000193, -0.01301, 0.765547, -1.847685, 0.0
82.0, -0.002301, 0.000663, -0.012733, 0.765547, -1.847685, 0.0
82.0, -0.002301, 0.000663, -0.012733, 0.765547, -1.847685, 0.0
98.0, -0.003409, 0.001137, -0.01161, 0.765547, -1.847685, 0.0
116.0, -0.004808, 0.001518, -0.009939, 0.765547, -1.847685, 0.0
116.0, -0.004808, 0.001518, -0.009939, 0.765547, -1.847685, 0.0
133.0, -0.006348, 0.001674, -0.007698, 0.765547, -1.847685, 0.0
133.0, -0.006348, 0.001674, -0.007698, 0.765547, -1.847685, 0.0
148.0, -0.008269, 0.00199, -0.005407, 0.765547, -1.847685, 0.0
166.0, -0.010656, 0.002459, -0.002828, 0.765547, -1.847685, 0.0
166.0, -0.010656, 0.002459, -0.002828, 0.765547, -1.847685, 0.0
183.0, -0.013511, 0.003046, 0.000061, 0.765547, -1.847685, 0.0
183.0, -0.013511, 0.003046, 0.000061, 0.765547, -1.847685, 0.0
198.0, -0.01686, 0.003817, 0.002878, 0.765547, -1.847685, 0.0
215.0, -0.020025, 0.004653, 0.002288, 0.765547, -1.847685, 0.0
215.0, -0.020025, 0.004653, 0.002288, 0.765547, -1.847685, 0.0
233.0, -0.024117, 0.006002, 0.002783, 0.765547, -1.847685, 0.0
233.0, -0.024117, 0.006002, 0.002783, 0.765547, -1.847685, 0.0
248.0, -0.028783, 0.007559, 0.003321, 0.765547, -1.847685, 0.0
266.0, -0.033935, 0.009265, 0.003866, 0.765547, -1.847685, 0.0
266.0, -0.033935, 0.009265, 0.003866, 0.765547, -1.847685, 0.0
282.0, -0.039575, 0.011081, 0.004408, 0.765547, -1.847685, 0.0
282.0, -0.039575, 0.011081, 0.004408, 0.765547, -1.847685, 0.0
298.0, -0.045707, 0.012988, 0.004927, 0.765547, -1.847685, 0.0
315.0, -0.052332, 0.014977, 0.005409, 0.765547, -1.847685, 0.0
315.0, -0.052332, 0.014977, 0.005409, 0.765547, -1.847685, 0.0
333.0, -0.059457, 0.017043, 0.005846, 0.765547, -1.847685, 0.0
333.0, -0.059457, 0.017043, 0.005846, 0.765547, -1.847685, 0.0
349.0, -0.067072, 0.019178, 0.006234, 0.765547, -1.847685, 0.0
365.0, -0.075182, 0.021381, 0.006571, 0.765547, -1.847685, 0.0
365.0, -0.075182, 0.021381, 0.006571, 0.765547, -1.847685, 0.0
382.0, -0.083789, 0.023648, 0.006861, 0.765547, -1.847685, 0.0
382.0, -0.083789, 0.023648, 0.006861, 0.765547, -1.847685, 0.0
398.0, -0.092896, 0.025977, 0.007105, 0.765547, -1.847685, 0.0
415.0, -0.102497, 0.028365, 0.007309, 0.765547, -1.847685, 0.0
416.0, -0.102497, 0.028365, 0.007309, 0.765547, -1.847685, 0.0
433.0, -0.112608, 0.030813, 0.007477, 0.765547, -1.847685, 0.0
433.0, -0.112608, 0.030813, 0.007477, 0.765547, -1.847685, 0.0
448.0, -0.123207, 0.033315, 0.007616, 0.765547, -1.847685, 0.0
466.0, -0.134304, 0.035871, 0.007728, 0.765547, -1.847685, 0.0
466.0, -0.134304, 0.035871, 0.007728, 0.765547, -1.847685, 0.0
483.0, -0.145899, 0.03848, 0.007818, 0.765547, -1.847685, 0.0
483.0, -0.145899, 0.03848, 0.007818, 0.765547, -1.847685, 0.0
499.0, -0.157991, 0.04114, 0.007888, 0.765547, -1.847685, 0.0
516.0, -0.170579, 0.043851, 0.007944, 0.765547, -1.847685, 0.0
516.0, -0.170579, 0.043851, 0.007944, 0.765547, -1.847685, 0.0
533.0, -0.183664, 0.04661, 0.007988, 0.765547, -1.847685, 0.0
533.0, -0.183664, 0.04661, 0.007988, 0.765547, -1.847685, 0.0
548.0, -0.19724, 0.049418, 0.008021, 0.765547, -1.847685, 0.0
565.0, -0.211311, 0.052276, 0.008049, 0.765547, -1.847685, 0.0
565.0, -0.211311, 0.052276, 0.008049, 0.765547, -1.847685, 0.0
582.0, -0.225879, 0.055184, 0.008073, 0.765547, -1.847685, 0.0
582.0, -0.225879, 0.055184, 0.008073, 0.765547, -1.847685, 0.0
598.0, -0.240944, 0.058143, 0.008095, 0.765547, -1.847685, 0.0
616.0, -0.256506, 0.061154, 0.008116, 0.765547, -1.847685, 0.0
616.0, -0.256506, 0.061154, 0.008116, 0.765547, -1.847685, 0.0
633.0, -0.272565, 0.064217, 0.008137, 0.765547, -1.847685, 0.0
633.0, -0.272565, 0.064217, 0.008137, 0.765547, -1.847685, 0.0
648.0, -0.289158, 0.067341, 0.008161, 0.765547, -1.847685, 0.0
666.0, -0.30622, 0.07052, 0.008185, 0.765547, -1.847685, 0.0
666.0, -0.30622, 0.07052, 0.008185, 0.765547, -1.847685, 0.0
683.0, -0.323778, 0.07376, 0.008209, 0.765547, -1.847685, 0.0
683.0, -0.323778, 0.07376, 0.008209, 0.765547, -1.847685, 0.0
699.0, -0.341832, 0.077065, 0.008234, 0.765547, -1.847685, 0.0
716.0, -0.36038, 0.080438, 0.008259, 0.765547, -1.847685, 0.0
716.0, -0.36038, 0.080438, 0.008259, 0.765547, -1.847685, 0.0
734.0, -0.379422, 0.08388, 0.008285, 0.765547, -1.847685, 0.0
734.0, -0.379422, 0.08388, 0.008285, 0.765547, -1.847685, 0.0
749.0, -0.39895, 0.087393, 0.008309, 0.765547, -1.847685, 0.0
764.0, -0.418969, 0.090979, 0.008336, 0.765547, -1.847685, 0.0
764.0, -0.418969, 0.090979, 0.008336, 0.765547, -1.847685, 0.0
781.0, -0.439482, 0.094642, 0.008366, 0.765547, -1.847685, 0.0
781.0, -0.439482, 0.094642, 0.008366, 0.765547, -1.847685, 0.0
798.0, -0.460489, 0.098382, 0.0084, 0.765547, -1.847685, 0.0
815.0, -0.48199, 0.102203, 0.008437, 0.765547, -1.847685, 0.0
815.0, -0.48199, 0.102203, 0.008437, 0.765547, -1.847685, 0.0
833.0, -0.503985, 0.106104, 0.008477, 0.765547, -1.847685, 0.0
833.0, -0.503985, 0.106104, 0.008477, 0.765547, -1.847685, 0.0
848.0, -0.526373, 0.110079, 0.008477, 0.765547, -1.847685, 0.0
865.0, -0.549024, 0.11412, 0.008399, 0.765547, -1.847685, 0.0
865.0, -0.549024, 0.11412, 0.008399, 0.765547, -1.847685, 0.0
883.0, -0.571814, 0.118216, 0.008226, 0.765547, -1.847685, 0.0
883.0, -0.571814, 0.118216, 0.008226, 0.765547, -1.847685, 0.0
898.0, -0.594629, 0.122358, 0.007952, 0.765547, -1.847685, 0.0
916.0, -0.617388, 0.126542, 0.007589, 0.765547, -1.847685, 0.0
916.0, -0.617388, 0.126542, 0.007589, 0.765547, -1.847685, 0.0
933.0, -0.639979, 0.130755, 0.007155, 0.765547, -1.847685, 0.0
933.0, -0.639979, 0.130755, 0.007155, 0.765547, -1.847685, 0.0
949.0, -0.662362, 0.13499, 0.006672, 0.765547, -1.847685, 0.0
965.0, -0.684476, 0.139234, 0.00616, 0.765547, -1.847685, 0.0
965.0, -0.684476, 0.139234, 0.00616, 0.765547, -1.847685, 0.0
982.0, -0.706273, 0.143474, 0.005636, 0.765547, -1.847685, 0.0
982.0, -0.706273, 0.143474, 0.005636, 0.765547, -1.847685, 0.0
999.0, -0.727717, 0.147703, 0.005117, 0.765547, -1.847685, 0.0
1016.0, -0.748846, 0.151927, 0.004616, 0.765547, -1.847685, 0.0
1016.0, -0.748846, 0.151927, 0.004616, 0.765547, -1.847685, 0.0
1032.0, -0.769503, 0.156113, 0.004146, 0.765547, -1.847685, 0.0
1032.0, -0.769503, 0.156113, 0.004146, 0.765547, -1.847685, 0.0
1049.0, -0.789729, 0.160264, 0.00371, 0.765547, -1.847685, 0.0
1066.0, -0.809518, 0.16437, 0.003315, 0.765547, -1.847685, 0.0
1066.0, -0.809518, 0.16437, 0.003315, 0.765547, -1.847685, 0.0
1082.0, -0.82886, 0.168423, 0.002964, 0.765547, -1.847685, 0.0
1082.0, -0.82886, 0.168423, 0.002964, 0.765547, -1.847685, 0.0
1098.0, -0.847748, 0.172414, 0.002656, 0.765547, -1.847685, 0.0
1116.0, -0.866176, 0.176337, 0.002388, 0.765547, -1.847685, 0.0
1116.0, -0.866176, 0.176337, 0.002388, 0.765547, -1.847685, 0.0
1134.0, -0.884138, 0.180185, 0.002156, 0.765547, -1.847685, 0.0
1134.0, -0.884138, 0.180185, 0.002156, 0.765547, -1.847685, 0.0
