Wall time,Step,Value
1736850521.5077918,2080,7.915097236633301
1736850569.9971044,2112,8.269614219665527
1736850617.7385337,2144,8.63619327545166
1736850665.2695644,2176,9.309228897094727
1736850712.8732913,2208,8.477072715759277
1736850760.533561,2240,9.716880798339844
1736850808.1938708,2272,10.67621898651123
1736850856.720237,2304,10.279160499572754
1736850905.092561,2336,7.754847049713135
1736850952.723671,2368,7.950410842895508
1736851000.6508298,2400,7.420385360717773
1736851048.6504092,2432,9.310176849365234
1736851097.5518,2464,8.62684440612793
1736851146.8529434,2496,8.038629531860352
1736851194.3838274,2528,7.8330817222595215
1736851242.4025073,2560,8.280163764953613
1736851290.6789484,2592,9.221264839172363
1736851339.528011,2624,8.724479675292969
1736851388.3586576,2656,9.091699600219727
1736851437.1441233,2688,8.512276649475098
1736851484.6710482,2720,9.520094871520996
1736851532.1628847,2752,8.480674743652344
1736851580.6973855,2784,10.067367553710938
1736851629.4640691,2816,9.774385452270508
1736851678.6436718,2848,7.581533432006836
1736851726.1022954,2880,9.970800399780273
1736851773.9380264,2912,9.889080047607422
1736851822.2779233,2944,9.318086624145508
1736851871.3095224,2976,8.127246856689453
1736851919.9799795,3008,9.313702583312988
1736851968.342037,3040,9.188490867614746
1736852015.2793274,3072,8.163887977600098
1736852063.7968264,3104,9.496207237243652
1736852112.813703,3136,10.43766975402832
1736852162.1824834,3168,10.982015609741211
1736852210.6007152,3200,11.371332168579102
1736852258.5348012,3232,10.968534469604492
1736852306.2933939,3264,9.454739570617676
1736852354.1254592,3296,9.490755081176758
1736852402.9592118,3328,10.420982360839844
1736852451.2460804,3360,9.810220718383789
1736852499.298187,3392,9.71072006225586
1736852547.3893564,3424,11.048221588134766
1736852594.8655694,3456,9.900250434875488
1736852643.2998545,3488,10.309887886047363
1736852691.3340297,3520,11.36007308959961
1736852738.8948586,3552,8.401296615600586
1736852786.4177334,3584,10.32555103302002
1736852833.942161,3616,11.59969425201416
1736852882.95365,3648,10.506689071655273
1736852931.184078,3680,10.93334674835205
1736852979.0094075,3712,10.526100158691406
1736853026.1834347,3744,9.641300201416016
1736853074.768298,3776,9.738028526306152
1736853122.7675922,3808,11.709182739257812
1736853170.3316252,3840,9.741694450378418
1736853217.62329,3872,10.061830520629883
1736853265.8138626,3904,10.65050220489502
1736853314.0929587,3936,12.809762001037598
1736853361.5262127,3968,11.6777982711792
1736853408.7831342,4000,9.28448486328125
1736853456.2511792,4032,10.963713645935059
1736853504.3749442,4064,11.563349723815918
1736853552.677291,4096,9.987428665161133
1736853600.592787,4128,11.053606033325195
1736853648.1233573,4160,9.035898208618164
1736853696.3033984,4192,10.45050048828125
1736853744.8896334,4224,11.116527557373047
1736853792.803045,4256,9.246598243713379
1736853840.4384859,4288,9.936306953430176
1736853888.7647007,4320,11.754853248596191
1736853936.2069225,4352,9.53081226348877
1736853983.4782317,4384,11.717493057250977
1736854030.4859588,4416,9.582987785339355
1736854078.7321692,4448,8.914708137512207
1736854126.6786704,4480,9.806859970092773
1736854173.9206145,4512,10.878634452819824
1736854222.0261147,4544,12.3943510055542
1736854269.6072724,4576,12.602991104125977
1736854316.2471008,4608,10.24781608581543
1736854363.858644,4640,10.227014541625977
1736854410.8923209,4672,9.503995895385742
1736854458.1782374,4704,9.997941970825195
1736854505.728219,4736,9.67721176147461
1736854553.565824,4768,9.891984939575195
1736854600.956485,4800,10.002225875854492
1736854647.888138,4832,13.192309379577637
1736854691.9456623,4864,10.784083366394043
1736854736.6956844,4896,9.198169708251953
1736854780.6631904,4928,11.883699417114258
1736854826.132531,4960,11.45134162902832
1736854870.3270974,4992,11.01775074005127
1736854916.0412726,5024,10.987993240356445
1736854960.6386464,5056,10.138814926147461
1736855005.2462003,5088,9.542780876159668
1736855048.959207,5120,11.464948654174805
1736855094.934554,5152,11.622288703918457
1736855139.8829908,5184,11.129525184631348
1736855186.7127852,5216,10.068683624267578
1736855232.2953644,5248,11.596968650817871
1736855282.1789563,5280,9.744973182678223
1736855328.899585,5312,10.97714614868164
1736855375.6085966,5344,10.840163230895996
1736855421.3068006,5376,11.270838737487793
1736855468.092517,5408,10.270551681518555
1736855514.445869,5440,10.753396034240723
1736855560.2170007,5472,10.29489517211914
1736855607.4217608,5504,9.441312789916992
1736855653.155753,5536,11.479185104370117
1736855699.363393,5568,11.272003173828125
1736855745.8695447,5600,11.652917861938477
1736855793.097854,5632,11.81977653503418
1736855836.7717047,5664,10.186814308166504
1736855874.1586754,5696,10.749519348144531
1736855910.9876473,5728,10.78392505645752
1736855947.4458723,5760,12.503602027893066
1736855984.5294156,5792,11.106436729431152
1736856021.666092,5824,10.989373207092285
1736856060.665302,5856,9.488945960998535
1736856103.1333487,5888,11.842507362365723
1736856140.578379,5920,9.649822235107422
1736856179.244267,5952,10.67319393157959
1736856217.3288445,5984,12.450037002563477
1736856254.435797,6016,10.937533378601074
1736856292.383046,6048,10.460835456848145
1736856328.73829,6080,12.674019813537598
1736856365.4747086,6112,9.760958671569824
1736856402.4844255,6144,10.542973518371582
1736856440.806529,6176,10.769597053527832
1736856478.50672,6208,10.077810287475586
1736856515.9546373,6240,10.601759910583496
1736856552.8022492,6272,11.169981956481934
1736856590.0908074,6304,11.241766929626465
1736856627.9402316,6336,11.972992897033691
1736856665.4389944,6368,9.058218002319336
1736856703.8869922,6400,10.457666397094727
1736856740.9921377,6432,10.969980239868164
1736856779.233446,6464,10.66375732421875
1736856817.2518349,6496,13.084543228149414
1736856854.571897,6528,8.86025333404541
1736856892.0397835,6560,9.670137405395508
1736856929.5872471,6592,10.277295112609863
1736856966.8785508,6624,9.954338073730469
1736857004.2764387,6656,11.486278533935547
1736857042.5781915,6688,10.232687950134277
1736857081.3262625,6720,13.49717903137207
1736857119.5104365,6752,10.978992462158203
1736857157.9202158,6784,10.676337242126465
1736857196.6325235,6816,10.939371109008789
1736857234.1801682,6848,12.12493896484375
1736857272.601131,6880,10.581578254699707
1736857315.792105,6912,10.497870445251465
1736857354.1051247,6944,11.06702995300293
1736857391.408982,6976,9.518853187561035
1736857432.3030424,7008,10.827532768249512
1736857470.8353221,7040,9.445625305175781
1736857511.3695226,7072,8.423391342163086
1736857551.6644716,7104,10.81352710723877
1736857591.9381235,7136,11.359874725341797
1736857632.1885018,7168,12.889338493347168
1736857672.3868537,7200,11.653332710266113
