Wall time,Step,Value
1736847343.859617,0,503.7000427246094
1736847393.7409298,32,539.405029296875
1736847445.526079,64,577.0556640625
1736847495.9021845,96,490.62335205078125
1736847547.7546852,128,542.6043701171875
1736847599.3915062,160,518.0909423828125
1736847650.5741253,192,544.7693481445312
1736847701.8916187,224,529.8797607421875
1736847752.3658633,256,547.9271240234375
1736847802.2344081,288,610.4568481445312
1736847852.3284664,320,505.3387451171875
1736847902.0451365,352,588.4219970703125
1736847951.5266244,384,516.880615234375
1736847999.9625342,416,613.275634765625
1736848049.5324755,448,538.5269165039062
1736848098.065032,480,595.0022583007812
1736848146.9412293,512,566.4722290039062
1736848197.9949439,544,584.1845092773438
1736848246.7140348,576,562.2793579101562
1736848295.4901545,608,513.9105834960938
1736848343.9051456,640,525.6474609375
1736848391.9698255,672,573.9817504882812
1736848440.417778,704,633.7618408203125
1736848488.1124427,736,595.4548950195312
1736848537.2702448,768,554.4349975585938
1736848586.868609,800,551.134521484375
1736848635.7764978,832,556.1110229492188
1736848685.7021558,864,663.8302001953125
1736848735.4510758,896,562.4601440429688
1736848783.7123513,928,536.6255493164062
1736848831.7018974,960,613.0781860351562
1736848880.486221,992,606.60693359375
1736848928.7169235,1024,622.2744140625
1736848977.3670208,1056,703.537841796875
1736849021.8083165,1088,538.1294555664062
1736849070.2221384,1120,526.4016723632812
1736849119.4607582,1152,600.0577392578125
1736849167.2199504,1184,543.4025268554688
1736849216.720045,1216,559.7537841796875
1736849265.1810071,1248,669.8663940429688
1736849313.1980016,1280,581.8656005859375
1736849361.8640854,1312,614.2431030273438
1736849410.1677132,1344,580.6633911132812
1736849458.9488418,1376,532.14453125
1736849507.1382318,1408,644.9640502929688
1736849555.3192723,1440,596.5967407226562
1736849604.324213,1472,643.1292724609375
1736849654.2377746,1504,645.1785888671875
1736849699.9426973,1536,590.0391845703125
1736849745.9821806,1568,500.2567138671875
1736849795.393594,1600,555.5973510742188
1736849843.3096092,1632,588.1636962890625
1736849891.7170055,1664,705.576171875
1736849940.9508846,1696,658.458740234375
1736849990.3358393,1728,578.415283203125
1736850039.4463608,1760,621.2564086914062
1736850087.2012215,1792,665.7424926757812
1736850135.3582127,1824,616.9873657226562
1736850183.5370123,1856,613.7990112304688
1736850231.765142,1888,631.8104248046875
1736850280.3997195,1920,619.7216796875
1736850328.7995667,1952,630.085205078125
1736850377.0598648,1984,746.8847045898438
1736850424.6237185,2016,564.1490478515625
1736850472.7456007,2048,622.5131225585938
1736850521.5077918,2080,678.8853759765625
1736850569.9971044,2112,595.7801513671875
1736850617.7385337,2144,637.2997436523438
1736850665.2695644,2176,642.5746459960938
1736850712.8732913,2208,644.134521484375
1736850760.533561,2240,649.439697265625
1736850808.1938708,2272,697.403564453125
1736850856.720237,2304,657.8220825195312
1736850905.092561,2336,552.07421875
1736850952.723671,2368,578.4494018554688
1736851000.6508298,2400,541.7957153320312
1736851048.6504092,2432,659.1295776367188
1736851097.5518,2464,655.0339965820312
1736851146.8529434,2496,595.32080078125
1736851194.3838274,2528,584.576904296875
1736851242.4025073,2560,566.420654296875
1736851290.6789484,2592,640.557861328125
1736851339.528011,2624,649.4296875
1736851388.3586576,2656,686.2586669921875
1736851437.1441233,2688,601.5233154296875
1736851484.6710482,2720,677.29345703125
1736851532.1628847,2752,599.25830078125
1736851580.6973855,2784,721.9237670898438
1736851629.4640691,2816,667.3297119140625
1736851678.6436718,2848,622.17431640625
1736851726.1022954,2880,719.0576171875
1736851773.9380264,2912,684.0545654296875
1736851822.2779233,2944,674.5574340820312
1736851871.3095224,2976,643.7610473632812
1736851919.9799795,3008,634.3602905273438
1736851968.342037,3040,693.5527954101562
1736852015.2793274,3072,595.104736328125
1736852063.7968264,3104,633.4852905273438
1736852112.813703,3136,668.4967041015625
1736852162.1824834,3168,751.5750122070312
1736852210.6007152,3200,707.2075805664062
1736852258.5348012,3232,726.3724975585938
1736852306.2933939,3264,642.0454711914062
1736852354.1254592,3296,656.4188842773438
1736852402.9592118,3328,687.6693115234375
1736852451.2460804,3360,654.8342895507812
1736852499.298187,3392,671.5537719726562
1736852547.3893564,3424,661.9039916992188
1736852594.8655694,3456,705.6961669921875
1736852643.2998545,3488,715.0994873046875
1736852691.3340297,3520,705.6739501953125
1736852738.8948586,3552,638.4176025390625
1736852786.4177334,3584,707.3036499023438
1736852833.942161,3616,765.1881103515625
1736852882.95365,3648,718.1017456054688
1736852931.184078,3680,707.8971557617188
1736852979.0094075,3712,749.90625
1736853026.1834347,3744,697.2783813476562
1736853074.768298,3776,666.7146606445312
1736853122.7675922,3808,760.8682250976562
1736853170.3316252,3840,690.3275146484375
1736853217.62329,3872,661.459716796875
1736853265.8138626,3904,702.4509887695312
1736853314.0929587,3936,809.1923828125
1736853361.5262127,3968,752.5899658203125
1736853408.7831342,4000,659.8723754882812
1736853456.2511792,4032,740.6624145507812
1736853504.3749442,4064,737.5328979492188
1736853552.677291,4096,673.4669189453125
1736853600.592787,4128,721.7478637695312
1736853648.1233573,4160,666.616943359375
1736853696.3033984,4192,714.2882690429688
1736853744.8896334,4224,693.3218383789062
1736853792.803045,4256,660.8219604492188
1736853840.4384859,4288,658.2637329101562
1736853888.7647007,4320,770.9857177734375
1736853936.2069225,4352,631.9658813476562
1736853983.4782317,4384,668.900390625
1736854030.4859588,4416,627.2139892578125
1736854078.7321692,4448,601.1753540039062
1736854126.6786704,4480,653.5206298828125
1736854173.9206145,4512,731.908203125
1736854222.0261147,4544,818.8203735351562
1736854269.6072724,4576,775.4869995117188
1736854316.2471008,4608,691.2425537109375
1736854363.858644,4640,651.4375610351562
1736854410.8923209,4672,615.8631591796875
1736854458.1782374,4704,657.777587890625
1736854505.728219,4736,625.5363159179688
1736854553.565824,4768,653.1229858398438
1736854600.956485,4800,704.6038818359375
1736854647.888138,4832,782.2011108398438
1736854691.9456623,4864,720.6827392578125
1736854736.6956844,4896,644.0805053710938
1736854780.6631904,4928,745.3038940429688
1736854826.1330318,4960,800.4440307617188
1736854870.3270974,4992,778.758056640625
1736854916.0412726,5024,696.66943359375
