Wall time,Step,Value
1736854960.6386464,5056,724.4183349609375
1736855005.2462003,5088,626.6644287109375
1736855048.959207,5120,741.11328125
1736855094.934554,5152,706.0798950195312
1736855139.8829908,5184,749.0957641601562
1736855186.7127852,5216,671.0885620117188
1736855232.2953644,5248,732.0342407226562
1736855282.1789563,5280,626.08154296875
1736855328.899585,5312,729.8704833984375
1736855375.6085966,5344,744.0057373046875
1736855421.3068006,5376,761.30615234375
1736855468.092517,5408,707.5598754882812
1736855514.445869,5440,714.0748901367188
1736855560.2170007,5472,722.1583251953125
1736855607.4217608,5504,604.4568481445312
1736855653.155753,5536,723.8666381835938
1736855699.363393,5568,737.3720092773438
1736855745.8695447,5600,778.52685546875
1736855793.097854,5632,704.6216430664062
1736855836.7717047,5664,677.0826416015625
1736855874.1586754,5696,731.3663330078125
1736855910.9876473,5728,707.9886474609375
1736855947.4458723,5760,762.50341796875
1736855984.5294156,5792,799.4591674804688
1736856021.666092,5824,679.0533447265625
1736856060.665302,5856,647.819580078125
1736856103.1333487,5888,770.6332397460938
1736856140.578379,5920,620.2662353515625
1736856179.244267,5952,713.2911376953125
1736856217.3288445,5984,721.8981323242188
1736856254.435797,6016,747.8401489257812
1736856292.383046,6048,708.1514282226562
1736856328.73829,6080,761.9352416992188
1736856365.4747086,6112,652.7507934570312
1736856402.4844255,6144,699.7710571289062
1736856440.806529,6176,691.6921997070312
1736856478.50672,6208,644.5875854492188
1736856515.9546373,6240,711.5642700195312
1736856552.8022492,6272,702.7756958007812
1736856590.0908074,6304,752.559326171875
1736856627.9402316,6336,758.3775024414062
1736856665.4389944,6368,637.8806762695312
1736856703.8869922,6400,707.2800903320312
1736856740.9921377,6432,720.5502319335938
1736856779.233446,6464,724.614990234375
1736856817.2518349,6496,879.8380126953125
1736856854.571897,6528,607.5480346679688
1736856892.0397835,6560,695.9462890625
1736856929.5872471,6592,723.1998291015625
1736856966.8785508,6624,669.9559936523438
1736857004.2764387,6656,758.3555297851562
1736857042.5781915,6688,687.9628295898438
1736857081.3262625,6720,782.0244140625
1736857119.5104365,6752,703.2117309570312
1736857157.9202158,6784,721.3548583984375
1736857196.6325235,6816,688.6298828125
1736857234.1801682,6848,790.83544921875
1736857272.601131,6880,715.8162231445312
1736857315.792105,6912,671.8486938476562
1736857354.1051247,6944,657.5675048828125
1736857391.408982,6976,644.5802612304688
1736857432.3030424,7008,686.8448486328125
1736857470.8353221,7040,652.9735717773438
1736857511.3695226,7072,619.010986328125
1736857551.6644716,7104,721.7942504882812
1736857591.9381235,7136,668.8411254882812
1736857632.1885018,7168,710.0506591796875
1736857672.3868537,7200,724.1015014648438
1736857712.704923,7232,753.3388061523438
