Wall time,Step,Value
1736853552.677291,4096,103.09278106689453
1736853600.592787,4128,101.78117370605469
1736853648.1233573,4160,108.40108489990234
1736853696.3033984,4192,104.98687744140625
1736853744.8896334,4224,102.56410217285156
1736853792.803045,4256,103.35917663574219
1736853840.4384859,4288,102.56410217285156
1736853888.7647007,4320,102.56410217285156
1736853936.2069225,4352,100.0
1736853983.4782317,4384,102.82776641845703
1736854030.4859588,4416,103.62694549560547
1736854078.7321692,4448,107.23860931396484
1736854126.6786704,4480,104.71204376220703
1736854173.9206145,4512,110.49723815917969
1736854222.0261147,4544,101.26582336425781
1736854269.6072724,4576,97.32360076904297
1736854316.2471008,4608,101.01010131835938
1736854363.858644,4640,100.25062561035156
1736854410.8923209,4672,106.38298034667969
1736854458.1782374,4704,100.75566864013672
1736854505.728219,4736,101.52284240722656
1736854553.565824,4768,104.43864440917969
1736854600.956485,4800,102.56410217285156
1736854647.888138,4832,99.75062561035156
1736854691.9456623,4864,100.75566864013672
1736854736.6956844,4896,104.43864440917969
1736854780.6631904,4928,101.01010131835938
1736854826.1330318,4960,99.75062561035156
1736854870.3270974,4992,113.96011352539062
1736854916.0412726,5024,101.01010131835938
1736854960.6386464,5056,104.43864440917969
1736855005.2462003,5088,106.38298034667969
1736855048.959207,5120,99.50248718261719
1736855094.934554,5152,95.01187896728516
1736855139.8829908,5184,103.62694549560547
1736855186.7127852,5216,98.03921508789062
1736855232.2953644,5248,95.92326354980469
1736855282.1789563,5280,104.98687744140625
1736855328.899585,5312,99.00990295410156
1736855375.6085966,5344,100.50251007080078
1736855421.3068006,5376,105.82010650634766
1736855468.092517,5408,105.5408935546875
1736855514.445869,5440,106.95187377929688
1736855560.2170007,5472,107.5268783569336
1736855607.4217608,5504,103.89610290527344
1736855653.155753,5536,98.52217102050781
1736855699.363393,5568,102.56410217285156
1736855745.8695447,5600,96.61835479736328
1736855793.097854,5632,95.01187896728516
1736855836.7717047,5664,99.75062561035156
1736855874.1586754,5696,99.00990295410156
1736855910.9876473,5728,107.81671142578125
1736855947.4458723,5760,102.04081726074219
1736855984.5294156,5792,106.95187377929688
1736856021.666092,5824,108.40108489990234
1736856060.665302,5856,102.56410217285156
1736856103.1333487,5888,102.30178833007812
1736856140.578379,5920,105.5408935546875
1736856179.244267,5952,101.52284240722656
1736856217.3288445,5984,104.43864440917969
1736856254.435797,6016,105.5408935546875
1736856292.383046,6048,101.26582336425781
1736856328.73829,6080,101.01010131835938
1736856365.4747086,6112,100.25062561035156
1736856402.4844255,6144,107.81671142578125
1736856440.806529,6176,106.38298034667969
1736856478.50672,6208,103.09278106689453
1736856515.9546373,6240,100.75566864013672
1736856552.8022492,6272,97.32360076904297
1736856590.0908074,6304,103.89610290527344
1736856627.9402316,6336,98.76543426513672
1736856665.4389944,6368,103.09278106689453
1736856703.8869922,6400,110.49723815917969
1736856740.9921377,6432,100.25062561035156
1736856779.233446,6464,105.82010650634766
1736856817.2518349,6496,98.28009796142578
1736856854.571897,6528,103.62694549560547
1736856892.0397835,6560,103.09278106689453
1736856929.5872471,6592,104.16666412353516
1736856966.8785508,6624,105.82010650634766
1736857004.2764387,6656,103.89610290527344
1736857042.5781915,6688,104.16666412353516
1736857081.3262625,6720,100.50251007080078
1736857119.5104365,6752,96.61835479736328
1736857157.9202158,6784,101.26582336425781
1736857196.6325235,6816,102.30178833007812
1736857234.1801682,6848,101.52284240722656
1736857272.601131,6880,99.00990295410156
1736857315.792105,6912,99.25558471679688
1736857354.1051247,6944,101.26582336425781
1736857391.408982,6976,102.82776641845703
1736857432.3030424,7008,102.30178833007812
1736857470.8353221,7040,103.09278106689453
1736857511.3695226,7072,102.82776641845703
1736857551.6644716,7104,101.26582336425781
1736857591.9381235,7136,97.0873794555664
1736857632.1885018,7168,96.61835479736328
1736857672.3868537,7200,99.50248718261719
