Wall time,Step,Value
1736847343.859617,0,122.69938659667969
1736847393.7409298,32,117.30205535888672
1736847445.526079,64,118.6943588256836
1736847495.9021845,96,126.582275390625
1736847547.7546852,128,111.42061614990234
1736847599.3915062,160,126.18296813964844
1736847650.5741253,192,123.07691955566406
1736847701.8916187,224,117.30205535888672
1736847752.3663645,256,111.73184204101562
1736847802.2344081,288,115.94203186035156
1736847852.3284664,320,121.95121765136719
1736847902.0451365,352,123.456787109375
1736847951.5266244,384,118.34319305419922
1736847999.9625342,416,112.04481506347656
1736848049.5324755,448,121.21212005615234
1736848098.065032,480,117.64705657958984
1736848146.9412293,512,120.48192596435547
1736848197.9949439,544,121.21212005615234
1736848246.7140348,576,120.8459243774414
1736848295.4901545,608,116.27906799316406
1736848343.9051456,640,116.95906066894531
1736848391.9698255,672,117.99410247802734
1736848440.417778,704,113.63636016845703
1736848488.1124427,736,113.96011352539062
1736848537.2702448,768,117.99410247802734
1736848586.868609,800,123.07691955566406
1736848635.7764978,832,108.99182891845703
1736848685.7021558,864,110.49723815917969
1736848735.4515765,896,114.28571319580078
1736848783.7123513,928,112.67605590820312
1736848831.7018974,960,115.60693359375
1736848880.486221,992,115.27377319335938
1736848928.7169235,1024,109.28961944580078
1736848977.3670208,1056,114.6131820678711
1736849021.8083165,1088,119.76048278808594
1736849070.2221384,1120,108.40108489990234
1736849119.4607582,1152,114.9425277709961
1736849167.2199504,1184,115.60693359375
1736849216.720045,1216,117.99410247802734
1736849265.1810071,1248,118.6943588256836
1736849313.1980016,1280,110.8033218383789
1736849361.8640854,1312,121.5805435180664
1736849410.1677132,1344,115.60693359375
1736849458.9488418,1376,109.58904266357422
1736849507.1382318,1408,111.42061614990234
1736849555.3192723,1440,115.94203186035156
1736849604.324213,1472,114.9425277709961
1736849654.2377746,1504,115.60693359375
1736849699.9426973,1536,108.99182891845703
1736849745.9821806,1568,109.28961944580078
1736849795.393594,1600,108.6956558227539
1736849843.3096092,1632,108.40108489990234
1736849891.7170055,1664,113.63636016845703
1736849940.9508846,1696,112.99434661865234
1736849990.3358393,1728,109.28961944580078
1736850039.4463608,1760,104.16666412353516
1736850087.2012215,1792,112.04481506347656
1736850135.3582127,1824,110.49723815917969
1736850183.5370123,1856,111.42061614990234
1736850231.765142,1888,109.89010620117188
1736850280.4002192,1920,113.63636016845703
1736850328.7995667,1952,104.98687744140625
1736850377.0598648,1984,101.78117370605469
1736850424.6237185,2016,106.95187377929688
1736850472.7461002,2048,108.6956558227539
1736850521.5077918,2080,110.49723815917969
1736850569.9971044,2112,104.98687744140625
1736850617.7385337,2144,104.43864440917969
1736850665.2695644,2176,99.50248718261719
1736850712.8732913,2208,111.73184204101562
1736850760.533561,2240,106.66666412353516
1736850808.1938708,2272,111.73184204101562
1736850856.720237,2304,106.38298034667969
1736850905.092561,2336,106.66666412353516
1736850952.723671,2368,114.9425277709961
1736851000.6508298,2400,102.82776641845703
1736851048.6504092,2432,107.81671142578125
1736851097.5518,2464,110.8033218383789
1736851146.8529434,2496,106.10079956054688
1736851194.3838274,2528,108.40108489990234
1736851242.4025073,2560,108.99182891845703
1736851290.6789484,2592,108.40108489990234
1736851339.528011,2624,106.66666412353516
1736851388.3586576,2656,108.10810852050781
1736851437.1441233,2688,106.66666412353516
1736851484.6710482,2720,108.10810852050781
1736851532.1628847,2752,109.89010620117188
1736851580.6973855,2784,108.40108489990234
1736851629.4640691,2816,109.89010620117188
1736851678.6436718,2848,112.99434661865234
1736851726.1022954,2880,108.6956558227539
1736851773.9380264,2912,114.6131820678711
1736851822.2779233,2944,111.11111450195312
1736851871.3095224,2976,107.23860931396484
1736851919.9799795,3008,114.6131820678711
1736851968.342037,3040,109.58904266357422
1736852015.2793274,3072,112.04481506347656
1736852063.7968264,3104,106.10079956054688
1736852112.813703,3136,111.11111450195312
1736852162.1824834,3168,106.95187377929688
1736852210.6007152,3200,103.62694549560547
1736852258.5348012,3232,110.49723815917969
1736852306.2933939,3264,109.28961944580078
1736852354.1254592,3296,105.2631607055664
1736852402.9592118,3328,105.82010650634766
1736852451.2460804,3360,104.43864440917969
1736852499.298187,3392,106.66666412353516
1736852547.3893564,3424,106.10079956054688
1736852594.8655694,3456,112.35955047607422
1736852643.2998545,3488,106.10079956054688
1736852691.3340297,3520,104.43864440917969
1736852738.8948586,3552,108.99182891845703
1736852786.4177334,3584,103.35917663574219
1736852833.942161,3616,102.04081726074219
1736852882.95365,3648,101.78117370605469
1736852931.184078,3680,99.25558471679688
1736852979.0094075,3712,107.5268783569336
1736853026.1834347,3744,105.5408935546875
1736853074.768298,3776,105.82010650634766
1736853122.7675922,3808,99.00990295410156
1736853170.3316252,3840,103.62694549560547
1736853217.62329,3872,106.38298034667969
1736853265.8138626,3904,97.79951477050781
1736853314.0929587,3936,105.2631607055664
1736853361.5262127,3968,104.71204376220703
1736853408.7836342,4000,101.01010131835938
1736853456.2511792,4032,100.25062561035156
1736853504.3749442,4064,100.0
